#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 -5.906718e+03 3.747253e+03 -5.233796e+03 -5.080643e+03
3.546900e-02 1.098783e+03 2.138581e+03 -4.053334e+03 -3.936287e+03
4.537800e-02 -3.562913e+03 1.389354e+03 -3.169504e+03 -3.173557e+03
5.528000e-02 -3.064883e+03 1.021824e+03 -2.488463e+03 -2.602441e+03
6.523200e-02 -2.568525e+03 7.435086e+02 -2.050547e+03 -2.171325e+03
7.522900e-02 -2.033441e+03 5.752496e+02 -1.831872e+03 -1.855961e+03
8.519300e-02 -1.809104e+03 4.423735e+02 -1.690789e+03 -1.608728e+03
9.516600e-02 -1.641243e+03 3.571042e+02 -1.507801e+03 -1.403821e+03
1.051550e-01 -1.025855e+03 2.864621e+02 -1.279523e+03 -1.245704e+03
1.151310e-01 -9.901250e+02 2.379100e+02 -1.062536e+03 -1.115390e+03
1.251240e-01 -9.195772e+02 2.072905e+02 -9.354909e+02 -1.014259e+03
1.351250e-01 -1.027694e+03 1.847082e+02 -8.969824e+02 -9.309726e+02
1.451200e-01 -8.334845e+02 1.576932e+02 -8.898996e+02 -8.613063e+02
1.551180e-01 -7.940651e+02 1.373050e+02 -8.629091e+02 -8.093945e+02
1.651050e-01 -7.936539e+02 1.152264e+02 -7.955009e+02 -7.655513e+02
1.750880e-01 -5.610252e+02 1.098447e+02 -7.175714e+02 -7.287348e+02
1.850890e-01 -7.471613e+02 9.784459e+01 -6.667896e+02 -7.000603e+02
1.950930e-01 -5.471028e+02 9.079194e+01 -6.504230e+02 -6.744962e+02

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#4.124464e+00	4.032119e+03	-1.630745e+03	-4.549046e+01	5.064526e+00	-4.597741e+03	1.041451e+03	-2.549059e+02	4.300000e+00	 4.300000e+00	 1.241221e-01	 1.003233e+00	 1.028721e+00	 6.054618e+01	 72-17
