#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 -3.046980e+03 3.747253e+03 -3.172906e+03 -3.336074e+03
3.546900e-02 -2.823632e+03 2.138581e+03 -2.404502e+03 -2.502800e+03
4.537800e-02 -2.364625e+03 1.389354e+03 -2.095848e+03 -2.050329e+03
5.528000e-02 -1.592667e+03 1.021824e+03 -1.926813e+03 -1.788463e+03
6.523200e-02 -2.620956e+03 7.435086e+02 -1.693089e+03 -1.595738e+03
7.522900e-02 -1.248170e+03 5.752496e+02 -1.397875e+03 -1.427251e+03
8.519300e-02 -9.402626e+02 4.423735e+02 -1.179013e+03 -1.293067e+03
9.516600e-02 -1.323843e+03 3.571042e+02 -1.105193e+03 -1.189315e+03
1.051550e-01 -1.305780e+03 2.864621e+02 -1.112047e+03 -1.095606e+03
1.151310e-01 -7.481467e+02 2.379100e+02 -1.103697e+03 -1.018441e+03
1.251240e-01 -9.913807e+02 2.072905e+02 -1.014246e+03 -9.465925e+02
1.351250e-01 -8.876154e+02 1.847082e+02 -8.811198e+02 -8.846559e+02
1.451200e-01 -1.036055e+03 1.576932e+02 -7.752813e+02 -8.314075e+02
1.551180e-01 -5.626043e+02 1.373050e+02 -7.265115e+02 -7.776627e+02
1.651050e-01 -6.878985e+02 1.152264e+02 -7.235856e+02 -7.306022e+02
1.750880e-01 -7.365089e+02 1.098447e+02 -7.167537e+02 -6.851932e+02
1.850890e-01 -7.207321e+02 9.784459e+01 -6.762694e+02 -6.398680e+02
1.950930e-01 -5.994124e+02 9.079194e+01 -6.112238e+02 -5.985777e+02

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#4.627850e+00	1.049898e+04	-3.167935e+03	1.475126e+01	4.651667e+00	-4.646783e+03	7.024589e+02	-1.841772e+02	4.300000e+00	 4.300000e+00	 8.181812e-02	 1.040526e+00	 1.016358e+00	 5.353001e+01	 72-17
