#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 4.287360e+04 1.905929e+03 4.328567e+04 4.154931e+04
3.546900e-02 3.342066e+04 1.042027e+03 3.385657e+04 3.507123e+04
4.537800e-02 2.670669e+04 6.606966e+02 2.667862e+04 2.858363e+04
5.528000e-02 2.324424e+04 4.791010e+02 2.267898e+04 2.353543e+04
6.523200e-02 2.109177e+04 3.566662e+02 2.020839e+04 1.972474e+04
7.522900e-02 1.750945e+04 2.693702e+02 1.776939e+04 1.679330e+04
8.519300e-02 1.465292e+04 2.146253e+02 1.490548e+04 1.438814e+04
9.516600e-02 1.212614e+04 1.651124e+02 1.225343e+04 1.246521e+04
1.051550e-01 1.027018e+04 1.343026e+02 1.035767e+04 1.089613e+04
1.151310e-01 9.267896e+03 1.154324e+02 9.268745e+03 9.598674e+03
1.251240e-01 8.589585e+03 9.424579e+01 8.583651e+03 8.509467e+03
1.351250e-01 7.803274e+03 8.724854e+01 7.875953e+03 7.586060e+03
1.451200e-01 7.023973e+03 7.419250e+01 7.021866e+03 6.811390e+03
1.551180e-01 6.135428e+03 6.466602e+01 6.144520e+03 6.148669e+03
1.651050e-01 5.533796e+03 5.804587e+01 5.428356e+03 5.573550e+03
1.750880e-01 4.959410e+03 5.337509e+01 4.949259e+03 5.081217e+03
1.850890e-01 4.590777e+03 4.815227e+01 4.625690e+03 4.651383e+03
1.950930e-01 4.351024e+03 4.364512e+01 4.344793e+03 4.280027e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#4.627850e+00	3.751280e+03	-9.254101e+02	7.349505e+01	4.651667e+00	-7.862574e+02	4.500168e+02	-3.452191e+01	4.300000e+00	 4.300000e+00	 8.181812e-02	 1.040526e+00	 1.016358e+00	 5.353001e+01	 72-17
