#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 -9.200496e+03 3.747253e+03 -5.246138e+03 -5.158720e+03
3.546900e-02 -4.813686e+03 2.138581e+03 -3.834259e+03 -3.779414e+03
4.537800e-02 -3.783807e+03 1.389354e+03 -2.937353e+03 -2.957884e+03
5.528000e-02 -1.307241e+03 1.021824e+03 -2.328239e+03 -2.399546e+03
6.523200e-02 -1.377443e+03 7.435086e+02 -1.950658e+03 -2.003726e+03
7.522900e-02 -1.413019e+03 5.752496e+02 -1.731891e+03 -1.720578e+03
8.519300e-02 -1.429464e+03 4.423735e+02 -1.557472e+03 -1.501059e+03
9.516600e-02 -1.011675e+03 3.571042e+02 -1.370943e+03 -1.327252e+03
1.051550e-01 -9.689654e+02 2.864621e+02 -1.182723e+03 -1.188536e+03
1.151310e-01 -1.044390e+03 2.379100e+02 -1.030195e+03 -1.070844e+03
1.251240e-01 -1.198290e+03 2.072905e+02 -9.454633e+02 -9.784246e+02
1.351250e-01 -8.626359e+02 1.847082e+02 -8.993273e+02 -8.981667e+02
1.451200e-01 -1.207621e+03 1.576932e+02 -8.559277e+02 -8.297208e+02
1.551180e-01 -8.619415e+02 1.373050e+02 -7.967305e+02 -7.732171e+02
1.651050e-01 -5.299457e+02 1.152264e+02 -7.247913e+02 -7.222412e+02
1.750880e-01 -4.534590e+02 1.098447e+02 -6.668920e+02 -6.819091e+02
1.850890e-01 -8.498341e+02 9.784459e+01 -6.297621e+02 -6.460085e+02
1.950930e-01 -5.929805e+02 9.079194e+01 -6.097420e+02 -6.142351e+02

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#3.558246e+00	-2.275064e+03	5.928280e+02	-1.403280e+02	5.593036e+00	1.812372e+03	-2.962175e+02	-1.298939e+02	4.300000e+00	 4.300000e+00	 6.593191e-03	 9.972486e-01	 1.011730e+00	 6.494987e+01	 72-17
