#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 -4.720451e+03 3.747253e+03 -4.147994e+03 -4.560413e+03
3.546900e-02 -2.755092e+03 2.138581e+03 -3.073041e+03 -3.279780e+03
4.537800e-02 -4.677505e+03 1.389354e+03 -2.770793e+03 -2.589830e+03
5.528000e-02 -1.426490e+03 1.021824e+03 -2.562554e+03 -2.186453e+03
6.523200e-02 -2.563957e+03 7.435086e+02 -2.065175e+03 -1.873297e+03
7.522900e-02 -1.719902e+03 5.752496e+02 -1.393593e+03 -1.562119e+03
8.519300e-02 -1.265051e+03 4.423735e+02 -1.003762e+03 -1.335550e+03
9.516600e-02 -7.230438e+02 3.571042e+02 -1.000677e+03 -1.160588e+03
1.051550e-01 -8.866894e+02 2.864621e+02 -1.146837e+03 -1.006772e+03
1.151310e-01 -1.225633e+03 2.379100e+02 -1.155179e+03 -8.892727e+02
1.251240e-01 -8.528391e+02 2.072905e+02 -9.237838e+02 -7.921234e+02
1.351250e-01 -7.549256e+02 1.847082e+02 -6.329882e+02 -7.254193e+02
1.451200e-01 -5.260129e+02 1.576932e+02 -4.829151e+02 -6.738116e+02
1.551180e-01 -5.116448e+02 1.373050e+02 -5.200782e+02 -6.286914e+02
1.651050e-01 -7.292375e+02 1.152264e+02 -6.470258e+02 -6.046478e+02
1.750880e-01 -7.743349e+02 1.098447e+02 -7.068198e+02 -5.839080e+02
1.850890e-01 -6.776194e+02 9.784459e+01 -6.568988e+02 -5.694073e+02
1.950930e-01 -5.145388e+02 9.079194e+01 -5.506969e+02 -5.569194e+02

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#3.234661e+00	6.955535e+03	-3.519881e+03	-6.159021e+01	3.920850e+00	1.847674e+04	-6.554877e+03	1.811044e+01	4.300000e+00	 4.300000e+00	 4.748656e-01	 1.050353e+00	 9.712266e-01	 3.479789e+01	 72-17
