#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 3.613568e+03 6.325086e+03 -3.650594e+03 -4.151603e+03
3.546900e-02 -2.475894e+03 3.815159e+03 -2.784178e+03 -3.107721e+03
4.536800e-02 -1.677708e+03 2.368460e+03 -2.596865e+03 -2.513008e+03
5.531400e-02 -7.184914e+02 1.678381e+03 -2.524704e+03 -2.161958e+03
6.525800e-02 -1.842478e+03 1.303364e+03 -2.148955e+03 -1.856501e+03
7.520900e-02 -7.346391e+02 1.002909e+03 -1.517349e+03 -1.519704e+03
8.517500e-02 -5.443247e+02 7.208199e+02 -1.035708e+03 -1.261069e+03
9.515700e-02 -1.187752e+03 5.675477e+02 -8.632764e+02 -1.074343e+03
1.051620e-01 -9.913253e+02 4.437997e+02 -8.660427e+02 -9.041365e+02
1.151480e-01 -1.305745e+03 3.832416e+02 -8.907983e+02 -7.832926e+02
1.251460e-01 -5.696507e+02 3.156288e+02 -8.147195e+02 -6.904850e+02
1.351460e-01 -4.398934e+02 2.805437e+02 -6.853142e+02 -6.388014e+02
1.451320e-01 -6.405031e+02 2.448660e+02 -5.803810e+02 -6.137272e+02
1.551140e-01 -3.701462e+02 2.094551e+02 -5.359503e+02 -5.946978e+02
1.651020e-01 -6.611977e+02 1.810060e+02 -5.695859e+02 -6.044155e+02
1.751050e-01 -9.751784e+02 1.532352e+02 -6.271154e+02 -6.252952e+02
1.850970e-01 -7.427569e+02 1.451350e+02 -6.708542e+02 -6.492774e+02
1.950850e-01 -6.192979e+02 1.365361e+02 -7.000307e+02 -6.812617e+02

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#5.701452e+00	1.342484e+04	-6.754004e+03	-8.602064e+00	5.855715e+00	1.829630e+04	-8.358391e+03	1.127460e+02	1.385000e+01	 9.030000e+00	 4.952947e-01	 1.055401e+00	 9.915907e-01	 5.020367e+01	 72-17
