#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 -4.836648e+03 3.747253e+03 -4.435843e+03 -4.350606e+03
3.546900e-02 -4.156083e+03 2.138581e+03 -3.441955e+03 -3.386029e+03
4.537800e-02 -1.256442e+03 1.389354e+03 -2.764217e+03 -2.780563e+03
5.528000e-02 -1.044193e+03 1.021824e+03 -2.285833e+03 -2.354142e+03
6.523200e-02 -4.443638e+03 7.435086e+02 -1.982912e+03 -2.038105e+03
7.522900e-02 -2.384118e+03 5.752496e+02 -1.809681e+03 -1.803976e+03
8.519300e-02 -1.755689e+03 4.423735e+02 -1.668044e+03 -1.614887e+03
9.516600e-02 -1.561828e+03 3.571042e+02 -1.498343e+03 -1.452045e+03
1.051550e-01 -8.689851e+02 2.864621e+02 -1.319684e+03 -1.319718e+03
1.151310e-01 -9.294851e+02 2.379100e+02 -1.171262e+03 -1.208815e+03
1.251240e-01 -1.373006e+03 2.072905e+02 -1.072586e+03 -1.107859e+03
1.351250e-01 -1.125843e+03 1.847082e+02 -1.013829e+03 -1.017622e+03
1.451200e-01 -1.114315e+03 1.576932e+02 -9.618502e+02 -9.383955e+02
1.551180e-01 -7.692768e+02 1.373050e+02 -8.930505e+02 -8.680304e+02
1.651050e-01 -7.143540e+02 1.152264e+02 -8.087210e+02 -8.024424e+02
1.750880e-01 -5.896589e+02 1.098447e+02 -7.274737e+02 -7.400641e+02
1.850890e-01 -5.289223e+02 9.784459e+01 -6.644031e+02 -6.812565e+02
1.950930e-01 -6.495583e+02 9.079194e+01 -6.208252e+02 -6.278872e+02

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#4.144077e+00	-9.358280e+02	3.848096e+02	-1.562798e+02	4.429671e+00	9.928008e+03	-2.769144e+03	3.864564e+01	4.300000e+00	 4.300000e+00	 9.970127e-03	 1.006434e+00	 1.020593e+00	 6.077466e+01	 72-17
