#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 -7.333541e+03 3.747253e+03 -4.510416e+03 -4.361570e+03
3.546900e-02 -5.645932e+03 2.138581e+03 -3.586810e+03 -3.463053e+03
4.537800e-02 -9.815213e+02 1.389354e+03 -2.819996e+03 -2.809994e+03
5.528000e-02 -3.431202e+03 1.021824e+03 -2.185645e+03 -2.293878e+03
6.523200e-02 -2.231950e+03 7.435086e+02 -1.757446e+03 -1.889360e+03
7.522900e-02 -1.424304e+03 5.752496e+02 -1.548275e+03 -1.589593e+03
8.519300e-02 -1.215529e+03 4.423735e+02 -1.429532e+03 -1.352277e+03
9.516600e-02 -1.634605e+03 3.571042e+02 -1.272606e+03 -1.156336e+03
1.051550e-01 -9.102470e+02 2.864621e+02 -1.057896e+03 -1.008501e+03
1.151310e-01 -4.986566e+02 2.379100e+02 -8.430907e+02 -8.927263e+02
1.251240e-01 -6.220429e+02 2.072905e+02 -7.168339e+02 -8.057276e+02
1.351250e-01 -9.878998e+02 1.847082e+02 -6.923639e+02 -7.377326e+02
1.451200e-01 -9.563767e+02 1.576932e+02 -7.136200e+02 -6.870701e+02
1.551180e-01 -5.701983e+02 1.373050e+02 -7.151235e+02 -6.548973e+02
1.651050e-01 -7.387441e+02 1.152264e+02 -6.678364e+02 -6.307013e+02
1.750880e-01 -7.563864e+02 1.098447e+02 -6.054053e+02 -6.152880e+02
1.850890e-01 -4.857040e+02 9.784459e+01 -5.680398e+02 -6.052444e+02
1.950930e-01 -5.474483e+02 9.079194e+01 -5.715523e+02 -5.996528e+02

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#4.387999e+00	9.875764e+02	-1.282651e+03	-7.063253e+01	3.597169e+00	5.666499e+03	-2.003167e+03	-9.607424e+01	4.300000e+00	 4.300000e+00	 2.262680e-01	 9.916454e-01	 1.018631e+00	 7.391635e+01	 72-17
