#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 -4.826913e+03 3.747253e+03 -5.009926e+03 -5.291638e+03
3.546900e-02 -3.265428e+03 2.138581e+03 -3.564413e+03 -3.730207e+03
4.537800e-02 -2.017686e+03 1.389354e+03 -3.014608e+03 -2.931888e+03
5.528000e-02 -1.614619e+03 1.021824e+03 -2.719661e+03 -2.484215e+03
6.523200e-02 -2.294698e+03 7.435086e+02 -2.330837e+03 -2.174080e+03
7.522900e-02 -1.681108e+03 5.752496e+02 -1.843337e+03 -1.902163e+03
8.519300e-02 -2.165253e+03 4.423735e+02 -1.510763e+03 -1.701015e+03
9.516600e-02 -1.563944e+03 3.571042e+02 -1.417031e+03 -1.543958e+03
1.051550e-01 -8.581229e+02 2.864621e+02 -1.439515e+03 -1.398736e+03
1.151310e-01 -1.430749e+03 2.379100e+02 -1.412155e+03 -1.272196e+03
1.251240e-01 -1.135654e+03 2.072905e+02 -1.253986e+03 -1.158389e+03
1.351250e-01 -1.039375e+03 1.847082e+02 -1.038362e+03 -1.059828e+03
1.451200e-01 -1.032859e+03 1.576932e+02 -8.724607e+02 -9.651221e+02
1.551180e-01 -8.959442e+02 1.373050e+02 -8.007537e+02 -8.702565e+02
1.651050e-01 -5.723829e+02 1.152264e+02 -7.911464e+02 -7.870027e+02
1.750880e-01 -7.881308e+02 1.098447e+02 -7.606826e+02 -7.052736e+02
1.850890e-01 -7.748609e+02 9.784459e+01 -6.774726e+02 -6.277673e+02
1.950930e-01 -4.925152e+02 9.079194e+01 -5.558374e+02 -5.491386e+02

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#5.641076e+00	7.216660e+03	-1.762143e+03	-1.128241e+02	4.373939e+00	7.654634e+03	-1.892440e+03	-8.902151e+01	4.300000e+00	 4.300000e+00	 3.550138e-02	 1.023808e+00	 9.867229e-01	 7.877857e+01	 72-17
