#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 -2.087201e+03 6.325086e+03 -1.319310e+03 -1.366719e+03
3.546900e-02 4.507313e+02 3.815159e+03 -1.736178e+03 -1.784602e+03
4.536800e-02 -1.230944e+03 2.368460e+03 -1.799763e+03 -1.821667e+03
5.531400e-02 -4.777332e+03 1.678381e+03 -1.722671e+03 -1.700042e+03
6.525800e-02 -2.128348e+03 1.303364e+03 -1.565126e+03 -1.506967e+03
7.520900e-02 -5.177431e+02 1.002909e+03 -1.340946e+03 -1.288758e+03
8.517500e-02 -3.081242e+02 7.208199e+02 -1.105117e+03 -1.105251e+03
9.515700e-02 -1.739092e+03 5.675477e+02 -8.879853e+02 -9.449590e+02
1.051620e-01 -6.654282e+02 4.437997e+02 -7.471593e+02 -8.109598e+02
1.151480e-01 -5.491620e+02 3.832416e+02 -6.883289e+02 -7.019472e+02
1.251460e-01 -1.587178e+02 3.156288e+02 -6.741232e+02 -6.311568e+02
1.351460e-01 -5.549326e+02 2.805437e+02 -6.388574e+02 -5.852874e+02
1.451320e-01 -1.966790e+02 2.448660e+02 -5.718117e+02 -5.543342e+02
1.551140e-01 -5.622255e+02 2.094551e+02 -5.186795e+02 -5.420460e+02
1.651020e-01 -7.433076e+02 1.810060e+02 -5.106047e+02 -5.442990e+02
1.751050e-01 -7.293204e+02 1.532352e+02 -5.395681e+02 -5.541421e+02
1.850970e-01 -4.476411e+02 1.451350e+02 -5.777964e+02 -5.690004e+02
1.950850e-01 -4.189911e+02 1.365361e+02 -5.963158e+02 -5.796333e+02

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#5.706397e+00	1.709643e+04	-7.056108e+03	7.173742e+01	6.589964e+00	1.631265e+04	-8.207566e+03	2.171119e+02	1.385000e+01	 9.030000e+00	 4.536190e-01	 9.987654e-01	 9.921894e-01	 6.550492e+01	 72-17
