#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 4.456959e+04 1.905929e+03 4.659583e+04 4.519238e+04
3.546900e-02 3.546955e+04 1.042027e+03 3.555480e+04 3.674417e+04
4.537800e-02 2.856576e+04 6.606966e+02 2.781221e+04 2.948502e+04
5.528000e-02 2.353936e+04 4.791010e+02 2.344754e+04 2.408675e+04
6.523200e-02 2.013078e+04 3.566662e+02 2.060658e+04 2.007666e+04
7.522900e-02 1.796590e+04 2.693702e+02 1.785629e+04 1.700240e+04
8.519300e-02 1.488138e+04 2.146253e+02 1.487748e+04 1.451767e+04
9.516600e-02 1.221766e+04 1.651124e+02 1.227921e+04 1.254964e+04
1.051550e-01 1.055072e+04 1.343026e+02 1.047312e+04 1.094472e+04
1.151310e-01 9.300985e+03 1.154324e+02 9.404377e+03 9.623931e+03
1.251240e-01 8.695019e+03 9.424579e+01 8.649148e+03 8.520267e+03
1.351250e-01 7.849033e+03 8.724854e+01 7.849271e+03 7.590938e+03
1.451200e-01 7.047549e+03 7.419250e+01 6.952161e+03 6.813004e+03
1.551180e-01 6.137425e+03 6.466602e+01 6.097121e+03 6.146461e+03
1.651050e-01 5.365218e+03 5.804587e+01 5.437072e+03 5.573523e+03
1.750880e-01 4.998522e+03 5.337509e+01 4.994494e+03 5.084803e+03
1.850890e-01 4.754701e+03 4.815227e+01 4.668841e+03 4.659989e+03
1.950930e-01 4.328530e+03 4.364512e+01 4.361909e+03 4.293445e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#3.558246e+00	3.904670e+03	-1.791337e+03	4.659120e+02	5.593036e+00	2.366735e+03	2.999404e+02	-2.169643e+02	4.300000e+00	 4.300000e+00	 6.593191e-03	 9.972486e-01	 1.011730e+00	 6.494987e+01	 72-17
