#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 -5.420165e+03 3.747253e+03 -6.772449e+03 -6.622635e+03
3.546900e-02 -2.349676e+03 2.138581e+03 -4.858463e+03 -4.757484e+03
4.537800e-02 -3.342720e+03 1.389354e+03 -3.598008e+03 -3.622760e+03
5.528000e-02 -4.511246e+03 1.021824e+03 -2.725962e+03 -2.845125e+03
6.523200e-02 -2.042453e+03 7.435086e+02 -2.190283e+03 -2.290801e+03
7.522900e-02 -4.095308e+02 5.752496e+02 -1.905272e+03 -1.899903e+03
8.519300e-02 -1.594091e+03 4.423735e+02 -1.693145e+03 -1.600904e+03
9.516600e-02 -1.709005e+03 3.571042e+02 -1.447656e+03 -1.363097e+03
1.051550e-01 -1.828984e+03 2.864621e+02 -1.186647e+03 -1.182809e+03
1.151310e-01 -1.053760e+03 2.379100e+02 -9.755651e+02 -1.040580e+03
1.251240e-01 -8.583696e+02 2.072905e+02 -8.648247e+02 -9.288910e+02
1.351250e-01 -6.534772e+02 1.847082e+02 -8.286866e+02 -8.378119e+02
1.451200e-01 -7.201174e+02 1.576932e+02 -8.071540e+02 -7.665849e+02
1.551180e-01 -5.806341e+02 1.373050e+02 -7.588388e+02 -7.138403e+02
1.651050e-01 -5.599071e+02 1.152264e+02 -6.826176e+02 -6.704336e+02
1.750880e-01 -4.331040e+02 1.098447e+02 -6.163826e+02 -6.382663e+02
1.850890e-01 -6.515792e+02 9.784459e+01 -5.832713e+02 -6.133247e+02
1.950930e-01 -6.271925e+02 9.079194e+01 -5.833009e+02 -5.959939e+02

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#4.772715e+00	-7.040327e+02	4.266188e+02	-1.748622e+02	2.902077e+00	-8.435990e+03	1.800527e+03	-2.134319e+02	4.300000e+00	 4.300000e+00	 5.453999e-02	 9.937075e-01	 1.018981e+00	 7.988492e+01	 72-17
