#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 5.248952e+04 3.146132e+03 5.098773e+04 4.909214e+04
3.546900e-02 3.981566e+04 1.798466e+03 3.949072e+04 4.147816e+04
4.536800e-02 3.041053e+04 1.130281e+03 3.108350e+04 3.346968e+04
5.531400e-02 2.688013e+04 7.895195e+02 2.660899e+04 2.727885e+04
6.525800e-02 2.335880e+04 5.746752e+02 2.353657e+04 2.267841e+04
7.520900e-02 2.054206e+04 4.555268e+02 2.014198e+04 1.911372e+04
8.517500e-02 1.630281e+04 3.439291e+02 1.646953e+04 1.619928e+04
9.515700e-02 1.332340e+04 2.678954e+02 1.351898e+04 1.390771e+04
1.051620e-01 1.154642e+04 2.112183e+02 1.159897e+04 1.203740e+04
1.151480e-01 1.032084e+04 1.800903e+02 1.040023e+04 1.050728e+04
1.251460e-01 9.415735e+03 1.559694e+02 9.387846e+03 9.229583e+03
1.351460e-01 8.513421e+03 1.344518e+02 8.337288e+03 8.165745e+03
1.451320e-01 7.415792e+03 1.115548e+02 7.326981e+03 7.283518e+03
1.551140e-01 6.570207e+03 9.833871e+01 6.473332e+03 6.528114e+03
1.651020e-01 5.814776e+03 8.789074e+01 5.828751e+03 5.890218e+03
1.751050e-01 5.292964e+03 7.739142e+01 5.331163e+03 5.349236e+03
1.850970e-01 4.881066e+03 7.086372e+01 4.907812e+03 4.891515e+03
1.950850e-01 4.544533e+03 6.339446e+01 4.524345e+03 4.504007e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#7.091800e+00	1.591526e+04	-4.303350e+03	-2.139175e+02	5.690151e+00	1.051901e+04	-3.397264e+03	7.479602e+01	1.385000e+01	 9.030000e+00	 3.462142e-01	 1.032152e+00	 9.640686e-01	 5.896642e+01	 72-17
