#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 4.298745e+04 1.905929e+03 4.368937e+04 4.224732e+04
3.546900e-02 3.326507e+04 1.042027e+03 3.389263e+04 3.529252e+04
4.537800e-02 2.738571e+04 6.606966e+02 2.681978e+04 2.865429e+04
5.528000e-02 2.299580e+04 4.791010e+02 2.298679e+04 2.360067e+04
6.523200e-02 2.060305e+04 3.566662e+02 2.046948e+04 1.980672e+04
7.522900e-02 1.794043e+04 2.693702e+02 1.779325e+04 1.685795e+04
8.519300e-02 1.458851e+04 2.146253e+02 1.477623e+04 1.445248e+04
9.516600e-02 1.209078e+04 1.651124e+02 1.218188e+04 1.254208e+04
1.051550e-01 1.014315e+04 1.343026e+02 1.045483e+04 1.097156e+04
1.151310e-01 9.538907e+03 1.154324e+02 9.483545e+03 9.672993e+03
1.251240e-01 8.669839e+03 9.424579e+01 8.766581e+03 8.579328e+03
1.351250e-01 7.956628e+03 8.724854e+01 7.940344e+03 7.655165e+03
1.451200e-01 6.999117e+03 7.419250e+01 6.996161e+03 6.876584e+03
1.551180e-01 6.087289e+03 6.466602e+01 6.116057e+03 6.201691e+03
1.651050e-01 5.441107e+03 5.804587e+01 5.465281e+03 5.619496e+03
1.750880e-01 5.059220e+03 5.337509e+01 5.037110e+03 5.117174e+03
1.850890e-01 4.698285e+03 4.815227e+01 4.707984e+03 4.677108e+03
1.950930e-01 4.346750e+03 4.364512e+01 4.373861e+03 4.292809e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#4.444534e+00	-1.609329e+03	4.522460e+02	9.326028e+01	5.096528e+00	2.186018e+03	-2.132088e+02	-5.023974e+01	4.300000e+00	 4.300000e+00	 6.171877e-02	 1.016919e+00	 9.840212e-01	 4.681689e+01	 72-17
