#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 -3.053343e+03 6.325086e+03 2.976997e+03 4.092250e+03
3.546900e-02 -6.524634e+02 3.815159e+03 -1.589721e+01 4.472814e+02
4.536800e-02 -1.220608e+03 2.368460e+03 -2.695889e+02 -8.081281e+02
5.531400e-02 1.254889e+02 1.678381e+03 -2.794495e+02 -1.134134e+03
6.525800e-02 1.719260e+03 1.303364e+03 -8.797541e+02 -1.142108e+03
7.520900e-02 -1.897413e+03 1.002909e+03 -1.665215e+03 -1.203320e+03
8.517500e-02 -6.031574e+02 7.208199e+02 -1.642967e+03 -1.090404e+03
9.515700e-02 -1.497861e+03 5.675477e+02 -1.077151e+03 -9.964117e+02
1.051620e-01 -1.183400e+03 4.437997e+02 -5.874269e+02 -9.117378e+02
1.151480e-01 -6.741506e+02 3.832416e+02 -5.587676e+02 -8.494832e+02
1.251460e-01 -7.542834e+02 3.156288e+02 -8.011410e+02 -8.050189e+02
1.351460e-01 -1.180611e+03 2.805437e+02 -9.350536e+02 -7.580641e+02
1.451320e-01 -8.986712e+02 2.448660e+02 -8.827918e+02 -7.504272e+02
1.551140e-01 -6.723049e+02 2.094551e+02 -7.400509e+02 -7.445073e+02
1.651020e-01 -4.756599e+02 1.810060e+02 -6.602032e+02 -7.384478e+02
1.751050e-01 -6.293895e+02 1.532352e+02 -6.824870e+02 -7.391761e+02
1.850970e-01 -7.294759e+02 1.451350e+02 -7.354206e+02 -7.362849e+02
1.950850e-01 -8.835307e+02 1.365361e+02 -7.697986e+02 -7.403440e+02

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#8.616530e+00	1.964085e+04	-8.389817e+03	3.282069e+02	5.712432e+00	1.622793e+04	-6.518947e+03	2.571595e+02	1.385000e+01	 9.030000e+00	 3.408268e-01	 9.128507e-01	 1.008102e+00	 5.731885e+01	 72-17
