#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 4.397459e+04 1.905929e+03 4.631264e+04 4.486030e+04
3.546900e-02 3.485992e+04 1.042027e+03 3.544321e+04 3.662732e+04
4.537800e-02 2.920217e+04 6.606966e+02 2.775047e+04 2.945378e+04
5.528000e-02 2.397978e+04 4.791010e+02 2.341995e+04 2.409508e+04
6.523200e-02 2.037655e+04 3.566662e+02 2.062767e+04 2.010872e+04
7.522900e-02 1.817838e+04 2.693702e+02 1.792644e+04 1.705311e+04
8.519300e-02 1.514457e+04 2.146253e+02 1.496617e+04 1.457848e+04
9.516600e-02 1.230864e+04 1.651124e+02 1.235401e+04 1.261393e+04
1.051550e-01 1.017561e+04 1.343026e+02 1.052747e+04 1.101185e+04
1.151310e-01 9.506478e+03 1.154324e+02 9.453333e+03 9.693274e+03
1.251240e-01 8.698660e+03 9.424579e+01 8.707849e+03 8.587949e+03
1.351250e-01 7.852212e+03 8.724854e+01 7.920960e+03 7.655289e+03
1.451200e-01 6.921674e+03 7.419250e+01 7.027105e+03 6.874295e+03
1.551180e-01 6.191570e+03 6.466602e+01 6.162589e+03 6.204559e+03
1.651050e-01 5.536727e+03 5.804587e+01 5.487576e+03 5.627107e+03
1.750880e-01 5.080396e+03 5.337509e+01 5.034550e+03 5.133205e+03
1.850890e-01 4.709670e+03 4.815227e+01 4.705738e+03 4.702715e+03
1.950930e-01 4.386201e+03 4.364512e+01 4.400562e+03 4.331708e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#4.772715e+00	4.828695e+03	-1.123964e+03	9.899191e+01	2.902077e+00	2.970967e+02	-1.331291e+03	5.746930e+02	4.300000e+00	 4.300000e+00	 5.453999e-02	 9.937075e-01	 1.018981e+00	 7.988492e+01	 72-17
