#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 4.641571e+04 3.146132e+03 4.594766e+04 4.340121e+04
3.546900e-02 3.786385e+04 1.798466e+03 3.700465e+04 3.908209e+04
4.536800e-02 2.958006e+04 1.130281e+03 2.940972e+04 3.227203e+04
5.531400e-02 2.573306e+04 7.895195e+02 2.553636e+04 2.660023e+04
6.525800e-02 2.347202e+04 5.746752e+02 2.311081e+04 2.229304e+04
7.520900e-02 2.006499e+04 4.555268e+02 2.022357e+04 1.895294e+04
8.517500e-02 1.687140e+04 3.439291e+02 1.666800e+04 1.614600e+04
9.515700e-02 1.350886e+04 2.678954e+02 1.359128e+04 1.392251e+04
1.051620e-01 1.116313e+04 2.112183e+02 1.153891e+04 1.209987e+04
1.151480e-01 1.037776e+04 1.800903e+02 1.034066e+04 1.059424e+04
1.251460e-01 9.608186e+03 1.559694e+02 9.438991e+03 9.328065e+03
1.351460e-01 8.528259e+03 1.344518e+02 8.482557e+03 8.258114e+03
1.451320e-01 7.475047e+03 1.115548e+02 7.486301e+03 7.367634e+03
1.551140e-01 6.569072e+03 9.833871e+01 6.578044e+03 6.600331e+03
1.651020e-01 5.879472e+03 8.789074e+01 5.860916e+03 5.939436e+03
1.751050e-01 5.349726e+03 7.739142e+01 5.326754e+03 5.378576e+03
1.850970e-01 4.975977e+03 7.086372e+01 4.894919e+03 4.897674e+03
1.950850e-01 4.494025e+03 6.339446e+01 4.513765e+03 4.490485e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#8.185718e+00	1.870744e+04	-4.825531e+03	-6.258412e+02	6.359072e+00	8.928088e+03	-3.037849e+03	-2.081623e+02	1.385000e+01	 9.030000e+00	 4.753648e-01	 9.683146e-01	 1.029272e+00	 6.800763e+01	 72-17
