#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 4.861073e+04 3.146132e+03 5.164056e+04 5.011876e+04
3.546900e-02 3.916748e+04 1.798466e+03 3.933550e+04 4.078089e+04
4.536800e-02 3.318764e+04 1.130281e+03 3.078805e+04 3.260125e+04
5.531400e-02 2.683972e+04 7.895195e+02 2.592483e+04 2.649785e+04
6.525800e-02 2.193549e+04 5.746752e+02 2.259056e+04 2.200651e+04
7.520900e-02 1.904526e+04 4.555268e+02 1.933370e+04 1.856133e+04
8.517500e-02 1.631192e+04 3.439291e+02 1.602992e+04 1.577257e+04
9.515700e-02 1.301055e+04 2.678954e+02 1.332734e+04 1.356779e+04
1.051620e-01 1.128249e+04 2.112183e+02 1.144414e+04 1.177170e+04
1.151480e-01 1.008163e+04 1.800903e+02 1.017899e+04 1.029846e+04
1.251460e-01 9.250619e+03 1.559694e+02 9.152043e+03 9.067754e+03
1.351460e-01 8.342789e+03 1.344518e+02 8.165605e+03 8.037310e+03
1.451320e-01 7.403177e+03 1.115548e+02 7.232831e+03 7.176528e+03
1.551140e-01 6.460966e+03 9.833871e+01 6.419142e+03 6.440433e+03
1.651020e-01 5.657054e+03 8.789074e+01 5.766149e+03 5.811469e+03
1.751050e-01 5.236619e+03 7.739142e+01 5.249388e+03 5.274912e+03
1.850970e-01 4.876432e+03 7.086372e+01 4.817002e+03 4.815082e+03
1.950850e-01 4.491669e+03 6.339446e+01 4.435271e+03 4.421195e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#4.768928e+00	1.096422e+04	-3.754780e+03	3.491132e+02	5.932983e+00	3.936156e+03	-1.377266e+03	-8.284154e+01	1.385000e+01	 9.030000e+00	 1.887432e-01	 9.385983e-01	 1.023347e+00	 5.997493e+01	 72-17
