#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 -5.869368e+03 3.747253e+03 -5.157004e+03 -4.620509e+03
3.546900e-02 -5.207317e+03 2.138581e+03 -4.196585e+03 -3.848972e+03
4.537800e-02 -3.024876e+03 1.389354e+03 -3.022194e+03 -3.133582e+03
5.528000e-02 -1.654981e+03 1.021824e+03 -2.049270e+03 -2.485846e+03
6.523200e-02 -1.877480e+03 7.435086e+02 -1.637856e+03 -1.979981e+03
7.522900e-02 -1.839926e+03 5.752496e+02 -1.711879e+03 -1.659908e+03
8.519300e-02 -1.399155e+03 4.423735e+02 -1.737463e+03 -1.391299e+03
9.516600e-02 -1.169048e+03 3.571042e+02 -1.453979e+03 -1.169530e+03
1.051550e-01 -1.069888e+03 2.864621e+02 -9.939136e+02 -1.014864e+03
1.151310e-01 -7.872733e+02 2.379100e+02 -6.481953e+02 -8.979516e+02
1.251240e-01 -7.433081e+02 2.072905e+02 -6.026792e+02 -8.167421e+02
1.351250e-01 -8.084922e+02 1.847082e+02 -7.495222e+02 -7.524393e+02
1.451200e-01 -8.323670e+02 1.576932e+02 -8.740170e+02 -7.133242e+02
1.551180e-01 -1.034433e+03 1.373050e+02 -8.510080e+02 -7.002831e+02
1.651050e-01 -6.444441e+02 1.152264e+02 -7.133505e+02 -6.920377e+02
1.750880e-01 -4.904225e+02 1.098447e+02 -6.058707e+02 -6.970786e+02
1.850890e-01 -6.005267e+02 9.784459e+01 -6.067627e+02 -7.087152e+02
1.950930e-01 -6.932869e+02 9.079194e+01 -7.005728e+02 -7.304125e+02

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#4.501196e+00	-7.637870e+03	1.294252e+03	-1.554394e+02	3.096565e+00	1.066402e+03	-9.390244e+02	-3.780195e+01	4.300000e+00	 4.300000e+00	 1.537084e-01	 9.509502e-01	 1.041891e+00	 3.485352e+01	 72-17
