#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 -1.040722e+04 6.325086e+03 -4.549990e+03 -3.442261e+03
3.546900e-02 -4.934697e+03 3.815159e+03 -4.872241e+03 -4.342773e+03
4.536800e-02 -2.084532e+03 2.368460e+03 -3.649170e+03 -4.098796e+03
5.531400e-02 -3.569134e+03 1.678381e+03 -2.604049e+03 -3.457731e+03
6.525800e-02 -2.970935e+03 1.303364e+03 -2.446028e+03 -2.810931e+03
7.520900e-02 -2.837802e+03 1.002909e+03 -2.768606e+03 -2.400547e+03
8.517500e-02 -2.164569e+03 7.208199e+02 -2.535356e+03 -1.963903e+03
9.515700e-02 -1.620983e+03 5.675477e+02 -1.780079e+03 -1.598416e+03
1.051620e-01 -5.948502e+02 4.437997e+02 -1.060526e+03 -1.318642e+03
1.151480e-01 -8.475607e+02 3.832416e+02 -7.800909e+02 -1.097959e+03
1.251460e-01 -8.128869e+02 3.156288e+02 -8.635039e+02 -9.385106e+02
1.351460e-01 -1.325608e+03 2.805437e+02 -9.373055e+02 -7.968739e+02
1.451320e-01 -7.715360e+02 2.448660e+02 -8.631520e+02 -7.112368e+02
1.551140e-01 -7.687670e+02 2.094551e+02 -6.938867e+02 -6.590471e+02
1.651020e-01 -8.473764e+02 1.810060e+02 -5.488551e+02 -6.082044e+02
1.751050e-01 -4.429958e+02 1.532352e+02 -5.180666e+02 -5.837825e+02
1.850970e-01 -6.144055e+02 1.451350e+02 -5.424867e+02 -5.619191e+02
1.950850e-01 -6.012235e+02 1.365361e+02 -5.785806e+02 -5.588343e+02

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#7.252059e+00	1.737850e+04	-6.424475e+03	1.019751e+02	5.331732e+00	-2.723407e+03	-1.101520e+03	-1.024959e+02	1.385000e+01	 9.030000e+00	 3.804365e-01	 9.199833e-01	 1.031093e+00	 4.551960e+01	 72-17
