#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 -2.532184e+03 6.325086e+03 -1.689858e+03 -2.228887e+03
3.546900e-02 -7.489200e+03 3.815159e+03 -6.000982e+02 -1.009894e+03
4.536800e-02 1.314948e+03 2.368460e+03 -5.179503e+02 -5.257238e+02
5.531400e-02 -8.754648e+02 1.678381e+03 -7.465231e+02 -4.049887e+02
6.525800e-02 -1.256167e+03 1.303364e+03 -7.267414e+02 -3.599089e+02
7.520900e-02 1.753345e+03 1.002909e+03 -3.896331e+02 -2.858821e+02
8.517500e-02 -8.173028e+02 7.208199e+02 -7.495033e+01 -2.536010e+02
9.515700e-02 3.123090e+02 5.675477e+02 -2.541492e+01 -2.772435e+02
1.051620e-01 3.321796e+02 4.437997e+02 -1.764311e+02 -2.901756e+02
1.151480e-01 -9.220970e+02 3.832416e+02 -3.927576e+02 -3.267486e+02
1.251460e-01 -5.530800e+02 3.156288e+02 -4.998044e+02 -3.623015e+02
1.351460e-01 -8.926264e+02 2.805437e+02 -4.982768e+02 -4.137291e+02
1.451320e-01 -3.500863e+02 2.448660e+02 -4.664133e+02 -4.747367e+02
1.551140e-01 -9.764390e+02 2.094551e+02 -4.651216e+02 -5.242349e+02
1.651020e-01 -3.346464e+02 1.810060e+02 -5.362723e+02 -5.851159e+02
1.751050e-01 -6.152841e+02 1.532352e+02 -6.384675e+02 -6.481515e+02
1.850970e-01 -6.864181e+02 1.451350e+02 -7.263308e+02 -7.070950e+02
1.950850e-01 -7.146725e+02 1.365361e+02 -7.923907e+02 -7.698050e+02

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#5.859104e+00	6.336210e+03	-3.603626e+03	9.071422e+01	6.805792e+00	-1.220334e+04	1.627296e+03	-3.137145e+02	1.385000e+01	 9.030000e+00	 1.418843e-01	 1.064611e+00	 9.958064e-01	 7.797818e+01	 72-17
