#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 4.114400e+04 1.905929e+03 4.462611e+04 4.347127e+04
3.546900e-02 3.485229e+04 1.042027e+03 3.408262e+04 3.512584e+04
4.537800e-02 2.712180e+04 6.606966e+02 2.686303e+04 2.827123e+04
5.528000e-02 2.294656e+04 4.791010e+02 2.272742e+04 2.322959e+04
6.523200e-02 2.001872e+04 3.566662e+02 1.995897e+04 1.948951e+04
7.522900e-02 1.732103e+04 2.693702e+02 1.730771e+04 1.660597e+04
8.519300e-02 1.470582e+04 2.146253e+02 1.455256e+04 1.428412e+04
9.516600e-02 1.216330e+04 1.651124e+02 1.219036e+04 1.242917e+04
1.051550e-01 1.059725e+04 1.343026e+02 1.053313e+04 1.090782e+04
1.151310e-01 9.507849e+03 1.154324e+02 9.489263e+03 9.645724e+03
1.251240e-01 8.555036e+03 9.424579e+01 8.693403e+03 8.580329e+03
1.351250e-01 7.843867e+03 8.724854e+01 7.873215e+03 7.675945e+03
1.451200e-01 6.982234e+03 7.419250e+01 7.001292e+03 6.905730e+03
1.551180e-01 6.142245e+03 6.466602e+01 6.193064e+03 6.237395e+03
1.651050e-01 5.554552e+03 5.804587e+01 5.556518e+03 5.656450e+03
1.750880e-01 5.098608e+03 5.337509e+01 5.087896e+03 5.147699e+03
1.850890e-01 4.685627e+03 4.815227e+01 4.710532e+03 4.699670e+03
1.950930e-01 4.343619e+03 4.364512e+01 4.349892e+03 4.301993e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#3.627686e+00	-2.857832e+03	4.136827e+02	2.970844e+02	3.480299e+00	-3.008622e+03	8.084576e+01	3.582853e+02	4.300000e+00	 4.300000e+00	 9.855826e-03	 1.081899e+00	 9.641637e-01	 4.627405e+01	 72-17
