#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 4.413682e+04 1.905929e+03 4.542973e+04 4.404930e+04
3.546900e-02 3.395159e+04 1.042027e+03 3.471071e+04 3.601992e+04
4.537800e-02 2.797282e+04 6.606966e+02 2.721372e+04 2.896037e+04
5.528000e-02 2.273360e+04 4.791010e+02 2.310720e+04 2.371086e+04
6.523200e-02 2.045409e+04 3.566662e+02 2.043863e+04 1.981541e+04
7.522900e-02 1.796144e+04 2.693702e+02 1.772502e+04 1.681824e+04
8.519300e-02 1.485000e+04 2.146253e+02 1.472143e+04 1.439265e+04
9.516600e-02 1.196025e+04 1.651124e+02 1.212852e+04 1.247134e+04
1.051550e-01 1.059393e+04 1.343026e+02 1.038839e+04 1.090031e+04
1.151310e-01 9.387589e+03 1.154324e+02 9.411746e+03 9.609714e+03
1.251240e-01 8.705338e+03 9.424579e+01 8.702372e+03 8.522018e+03
1.351250e-01 7.746559e+03 8.724854e+01 7.893101e+03 7.604745e+03
1.451200e-01 6.849954e+03 7.419250e+01 6.963332e+03 6.835979e+03
1.551180e-01 6.085381e+03 6.466602e+01 6.089964e+03 6.172614e+03
1.651050e-01 5.495762e+03 5.804587e+01 5.442622e+03 5.600994e+03
1.750880e-01 4.988789e+03 5.337509e+01 5.023966e+03 5.110071e+03
1.850890e-01 4.674681e+03 4.815227e+01 4.710690e+03 4.681836e+03
1.950930e-01 4.389385e+03 4.364512e+01 4.397520e+03 4.313498e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#4.566220e+00	5.631577e+03	-1.754092e+03	1.652582e+02	3.855121e+00	2.573931e+03	-1.247031e+03	2.815807e+02	4.300000e+00	 4.300000e+00	 2.092315e-01	 9.948076e-01	 9.983269e-01	 5.923470e+01	 72-17
