#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 2.360848e+03 6.325086e+03 -3.479538e+03 -3.687452e+03
3.546900e-02 -4.094087e+03 3.815159e+03 -2.643969e+03 -2.821684e+03
4.536800e-02 6.915332e+02 2.368460e+03 -2.261995e+03 -2.293557e+03
5.531400e-02 -2.337649e+03 1.678381e+03 -2.060707e+03 -1.934536e+03
6.525800e-02 -1.750368e+03 1.303364e+03 -1.812443e+03 -1.638294e+03
7.520900e-02 -1.747712e+03 1.002909e+03 -1.438107e+03 -1.354586e+03
8.517500e-02 -1.254939e+03 7.208199e+02 -1.086179e+03 -1.145879e+03
9.515700e-02 -1.359675e+03 5.675477e+02 -8.459888e+02 -9.798004e+02
1.051620e-01 -7.203789e+02 4.437997e+02 -7.509867e+02 -8.405884e+02
1.151480e-01 -1.129479e+03 3.832416e+02 -7.495649e+02 -7.347758e+02
1.251460e-01 -1.326288e+03 3.156288e+02 -7.368273e+02 -6.544821e+02
1.351460e-01 -6.810140e+02 2.805437e+02 -6.697313e+02 -6.012896e+02
1.451320e-01 -7.967104e+02 2.448660e+02 -5.668201e+02 -5.597913e+02
1.551140e-01 -2.444002e+02 2.094551e+02 -4.887975e+02 -5.284263e+02
1.651020e-01 -4.369247e+02 1.810060e+02 -4.714440e+02 -5.123238e+02
1.751050e-01 -3.380629e+02 1.532352e+02 -4.886926e+02 -5.004990e+02
1.850970e-01 -5.980126e+02 1.451350e+02 -5.078038e+02 -4.933081e+02
1.950850e-01 -6.611843e+02 1.365361e+02 -5.047772e+02 -4.850856e+02

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#6.531719e+00	7.587923e+03	-3.518621e+03	-6.577181e+01	6.936600e+00	1.909373e+04	-6.967140e+03	1.197356e+02	1.385000e+01	 9.030000e+00	 2.678855e-01	 1.013598e+00	 9.887162e-01	 5.530790e+01	 72-17
