#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 4.334536e+04 1.905929e+03 4.389588e+04 4.223500e+04
3.546900e-02 3.435956e+04 1.042027e+03 3.410006e+04 3.541705e+04
4.537800e-02 2.865872e+04 6.606966e+02 2.683664e+04 2.877541e+04
5.528000e-02 2.316357e+04 4.791010e+02 2.288080e+04 2.367584e+04
6.523200e-02 2.069461e+04 3.566662e+02 2.042970e+04 1.985095e+04
7.522900e-02 1.789376e+04 2.693702e+02 1.792511e+04 1.690854e+04
8.519300e-02 1.487570e+04 2.146253e+02 1.497001e+04 1.449724e+04
9.516600e-02 1.200000e+04 1.651124e+02 1.228600e+04 1.257776e+04
1.051550e-01 1.026848e+04 1.343026e+02 1.042668e+04 1.100553e+04
1.151310e-01 9.148293e+03 1.154324e+02 9.401519e+03 9.703799e+03
1.251240e-01 8.745340e+03 9.424579e+01 8.740605e+03 8.606587e+03
1.351250e-01 8.098838e+03 8.724854e+01 7.998689e+03 7.673522e+03
1.451200e-01 7.018353e+03 7.419250e+01 7.086043e+03 6.888733e+03
1.551180e-01 6.163458e+03 6.466602e+01 6.166813e+03 6.210813e+03
1.651050e-01 5.527144e+03 5.804587e+01 5.447400e+03 5.620887e+03
1.750880e-01 5.013707e+03 5.337509e+01 4.985119e+03 5.114347e+03
1.850890e-01 4.603317e+03 4.815227e+01 4.667680e+03 4.669460e+03
1.950930e-01 4.343408e+03 4.364512e+01 4.370215e+03 4.284284e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#4.244175e+00	2.173386e+03	-1.277799e+03	1.965560e+02	5.795833e+00	8.266145e+03	-1.681755e+03	-2.499421e+02	4.300000e+00	 4.300000e+00	 2.764070e-01	 1.004322e+00	 1.017930e+00	 6.481017e+01	 72-17
