#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 4.815231e+04 3.146132e+03 4.722863e+04 4.521149e+04
3.546900e-02 3.564931e+04 1.798466e+03 3.737384e+04 3.947043e+04
4.536800e-02 2.947677e+04 1.130281e+03 2.974292e+04 3.227097e+04
5.531400e-02 2.652557e+04 7.895195e+02 2.579730e+04 2.651602e+04
6.525800e-02 2.308123e+04 5.746752e+02 2.308051e+04 2.217962e+04
7.520900e-02 2.012574e+04 4.555268e+02 1.987666e+04 1.878570e+04
8.517500e-02 1.623421e+04 3.439291e+02 1.626928e+04 1.597341e+04
9.515700e-02 1.296569e+04 2.678954e+02 1.335653e+04 1.376166e+04
1.051620e-01 1.141910e+04 2.112183e+02 1.147463e+04 1.194242e+04
1.151480e-01 1.015193e+04 1.800903e+02 1.032460e+04 1.044703e+04
1.251460e-01 9.318684e+03 1.559694e+02 9.357778e+03 9.195000e+03
1.351460e-01 8.303096e+03 1.344518e+02 8.335507e+03 8.150346e+03
1.451320e-01 7.385280e+03 1.115548e+02 7.335179e+03 7.282145e+03
1.551140e-01 6.504290e+03 9.833871e+01 6.476560e+03 6.531139e+03
1.651020e-01 5.836338e+03 8.789074e+01 5.831249e+03 5.898589e+03
1.751050e-01 5.306942e+03 7.739142e+01 5.337318e+03 5.360905e+03
1.850970e-01 4.846167e+03 7.086372e+01 4.918647e+03 4.903687e+03
1.950850e-01 4.520086e+03 6.339446e+01 4.536512e+03 4.513961e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#7.538338e+00	1.435121e+04	-2.983001e+03	-4.393174e+02	5.946783e+00	-7.012169e+01	-2.920735e+02	-1.676272e+02	1.385000e+01	 9.030000e+00	 2.767905e-01	 9.887280e-01	 9.854269e-01	 4.497914e+01	 72-17
