#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 4.521414e+04 1.905929e+03 4.565698e+04 4.444546e+04
3.546900e-02 3.460065e+04 1.042027e+03 3.478131e+04 3.588776e+04
4.537800e-02 2.740714e+04 6.606966e+02 2.732426e+04 2.882258e+04
5.528000e-02 2.326579e+04 4.791010e+02 2.309909e+04 2.363354e+04
6.523200e-02 2.027024e+04 3.566662e+02 2.030143e+04 1.978868e+04
7.522900e-02 1.774761e+04 2.693702e+02 1.760195e+04 1.683386e+04
8.519300e-02 1.471661e+04 2.146253e+02 1.474019e+04 1.444784e+04
9.516600e-02 1.231397e+04 1.651124e+02 1.227670e+04 1.255018e+04
1.051550e-01 1.051665e+04 1.343026e+02 1.056732e+04 1.099426e+04
1.151310e-01 9.583151e+03 1.154324e+02 9.533100e+03 9.708629e+03
1.251240e-01 8.622613e+03 9.424579e+01 8.761443e+03 8.622765e+03
1.351250e-01 7.891663e+03 8.724854e+01 7.938355e+03 7.701915e+03
1.451200e-01 7.044575e+03 7.419250e+01 7.034732e+03 6.923193e+03
1.551180e-01 6.112046e+03 6.466602e+01 6.187546e+03 6.247752e+03
1.651050e-01 5.541654e+03 5.804587e+01 5.533630e+03 5.661063e+03
1.750880e-01 5.088381e+03 5.337509e+01 5.077290e+03 5.151207e+03
1.850890e-01 4.749809e+03 4.815227e+01 4.720103e+03 4.701675e+03
1.950930e-01 4.332618e+03 4.364512e+01 4.373841e+03 4.307679e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#3.616167e+00	-1.116632e+03	-3.157448e+02	3.560550e+02	4.069132e+00	-5.490602e+00	-3.931653e+02	2.251708e+02	4.300000e+00	 4.300000e+00	 6.734366e-02	 9.950397e-01	 1.002898e+00	 5.060302e+01	 72-17
