#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 4.733121e+04 3.146132e+03 4.911409e+04 4.707601e+04
3.546900e-02 4.094965e+04 1.798466e+03 3.810043e+04 3.983615e+04
4.536800e-02 3.042227e+04 1.130281e+03 2.984767e+04 3.219062e+04
5.531400e-02 2.517951e+04 7.895195e+02 2.540986e+04 2.624718e+04
6.525800e-02 2.279439e+04 5.746752e+02 2.254086e+04 2.183426e+04
7.520900e-02 1.929192e+04 4.555268e+02 1.950910e+04 1.846037e+04
8.517500e-02 1.620143e+04 3.439291e+02 1.608255e+04 1.568002e+04
9.515700e-02 1.287283e+04 2.678954e+02 1.319110e+04 1.349422e+04
1.051620e-01 1.144073e+04 2.112183e+02 1.124317e+04 1.171166e+04
1.151480e-01 1.008245e+04 1.800903e+02 1.005795e+04 1.024799e+04
1.251460e-01 9.268030e+03 1.559694e+02 9.137975e+03 9.024139e+03
1.351460e-01 8.307679e+03 1.344518e+02 8.186013e+03 7.995293e+03
1.451320e-01 7.431532e+03 1.115548e+02 7.228107e+03 7.141619e+03
1.551140e-01 6.298739e+03 9.833871e+01 6.376370e+03 6.408672e+03
1.651020e-01 5.633578e+03 8.789074e+01 5.711409e+03 5.780505e+03
1.751050e-01 5.229783e+03 7.739142e+01 5.212241e+03 5.249514e+03
1.850970e-01 4.739534e+03 7.086372e+01 4.800037e+03 4.794825e+03
1.950850e-01 4.483989e+03 6.339446e+01 4.433167e+03 4.410983e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#7.125734e+00	1.937129e+04	-5.454038e+03	-3.137019e+02	4.100218e+00	1.071174e+04	-4.911228e+03	5.374783e+02	1.385000e+01	 9.030000e+00	 5.016247e-01	 1.010125e+00	 1.001842e+00	 7.371429e+01	 72-17
