#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 -1.446324e+04 6.325086e+03 -4.712881e+03 -4.826681e+03
3.546900e-02 -1.015888e+04 3.815159e+03 -3.028348e+03 -3.164845e+03
4.536800e-02 -1.323031e+03 2.368460e+03 -2.141409e+03 -2.230295e+03
5.531400e-02 -2.790315e+02 1.678381e+03 -1.686338e+03 -1.669099e+03
6.525800e-02 6.065547e+02 1.303364e+03 -1.397574e+03 -1.282249e+03
7.520900e-02 -7.464028e+02 1.002909e+03 -1.133073e+03 -1.001432e+03
8.517500e-02 -2.533048e+02 7.208199e+02 -8.434822e+02 -7.919010e+02
9.515700e-02 -8.885018e+02 5.675477e+02 -6.030161e+02 -6.635518e+02
1.051620e-01 -2.154708e+02 4.437997e+02 -4.593751e+02 -5.744800e+02
1.151480e-01 -3.897849e+02 3.832416e+02 -4.560060e+02 -5.326344e+02
1.251460e-01 -4.632982e+02 3.156288e+02 -5.263013e+02 -5.158815e+02
1.351460e-01 -8.118271e+02 2.805437e+02 -5.948968e+02 -5.243728e+02
1.451320e-01 -6.835982e+02 2.448660e+02 -6.263256e+02 -5.610213e+02
1.551140e-01 -1.969242e+02 2.094551e+02 -6.239873e+02 -6.079445e+02
1.651020e-01 -7.367750e+02 1.810060e+02 -6.399517e+02 -6.690147e+02
1.751050e-01 -6.227732e+02 1.532352e+02 -7.035051e+02 -7.430767e+02
1.850970e-01 -6.283894e+02 1.451350e+02 -7.999000e+02 -8.198295e+02
1.950850e-01 -8.733336e+02 1.365361e+02 -9.132548e+02 -9.076161e+02

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#6.514073e+00	-1.599679e+03	-1.780416e+03	-4.836263e+01	4.149674e+00	-1.377200e+04	1.968893e+03	-2.777565e+02	1.385000e+01	 9.030000e+00	 2.054611e-01	 1.079607e+00	 1.060121e+00	 8.097079e+01	 72-17
