#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 4.620047e+03 6.325086e+03 8.246449e+02 4.306071e+02
3.546900e-02 9.079997e+03 3.815159e+03 8.439883e+01 -2.167081e+02
4.536800e-02 2.656540e+02 2.368460e+03 -6.018301e+02 -6.104007e+02
5.531400e-02 -2.712645e+03 1.678381e+03 -1.157474e+03 -9.083678e+02
6.525800e-02 -1.999620e+03 1.303364e+03 -1.342838e+03 -1.069341e+03
7.520900e-02 -1.515329e+03 1.002909e+03 -1.188792e+03 -1.103685e+03
8.517500e-02 -1.673580e+03 7.208199e+02 -9.753859e+02 -1.101306e+03
9.515700e-02 -8.612319e+02 5.675477e+02 -9.182906e+02 -1.108933e+03
1.051620e-01 -1.976526e+02 4.437997e+02 -9.827149e+02 -1.079639e+03
1.151480e-01 -6.336444e+02 3.832416e+02 -1.087756e+03 -1.048420e+03
1.251460e-01 -1.087329e+03 3.156288e+02 -1.115013e+03 -1.010651e+03
1.351460e-01 -1.015355e+03 2.805437e+02 -1.050791e+03 -9.765350e+02
1.451320e-01 -7.663983e+02 2.448660e+02 -9.486850e+02 -9.449505e+02
1.551140e-01 -8.123701e+02 2.094551e+02 -8.566088e+02 -8.997982e+02
1.651020e-01 -8.221812e+02 1.810060e+02 -8.155863e+02 -8.588145e+02
1.751050e-01 -9.790438e+02 1.532352e+02 -8.060039e+02 -8.205720e+02
1.850970e-01 -7.338693e+02 1.451350e+02 -7.843418e+02 -7.723233e+02
1.950850e-01 -6.530625e+02 1.365361e+02 -7.443990e+02 -7.248037e+02

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#5.326502e+00	1.919388e+04	-7.266624e+03	2.029001e+02	5.914728e+00	1.783369e+04	-6.351646e+03	3.628077e+01	1.385000e+01	 9.030000e+00	 2.647392e-01	 1.064282e+00	 1.008372e+00	 5.818703e+01	 72-17
