#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 4.517599e+04 3.146132e+03 4.711184e+04 4.512759e+04
3.546900e-02 3.779966e+04 1.798466e+03 3.712619e+04 3.934626e+04
4.536800e-02 3.138656e+04 1.130281e+03 2.952376e+04 3.211797e+04
5.531400e-02 2.588862e+04 7.895195e+02 2.570421e+04 2.638030e+04
6.525800e-02 2.330996e+04 5.746752e+02 2.306786e+04 2.208189e+04
7.520900e-02 2.026080e+04 4.555268e+02 1.984091e+04 1.871361e+04
8.517500e-02 1.586051e+04 3.439291e+02 1.619292e+04 1.593098e+04
9.515700e-02 1.316432e+04 2.678954e+02 1.328420e+04 1.374195e+04
1.051620e-01 1.129491e+04 2.112183e+02 1.145596e+04 1.194076e+04
1.151480e-01 1.033342e+04 1.800903e+02 1.035948e+04 1.045987e+04
1.251460e-01 9.600111e+03 1.559694e+02 9.401758e+03 9.211796e+03
1.351460e-01 8.442222e+03 1.344518e+02 8.357664e+03 8.166322e+03
1.451320e-01 7.514543e+03 1.115548e+02 7.334777e+03 7.293612e+03
1.551140e-01 6.518511e+03 9.833871e+01 6.468619e+03 6.535397e+03
1.651020e-01 5.755869e+03 8.789074e+01 5.820439e+03 5.889717e+03
1.751050e-01 5.234663e+03 7.739142e+01 5.319058e+03 5.337076e+03
1.850970e-01 4.894053e+03 7.086372e+01 4.884293e+03 4.864205e+03
1.950850e-01 4.509222e+03 6.339446e+01 4.483324e+03 4.460160e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#7.000883e+00	1.425540e+04	-4.136723e+03	-2.633961e+02	8.011710e+00	1.047237e+04	-2.320905e+03	-6.679832e+02	1.385000e+01	 9.030000e+00	 4.738641e-01	 1.004176e+00	 9.689850e-01	 5.137442e+01	 72-17
