#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 4.651415e+04 1.905929e+03 4.528701e+04 4.396854e+04
3.546900e-02 3.443785e+04 1.042027e+03 3.458060e+04 3.562679e+04
4.537800e-02 2.745734e+04 6.606966e+02 2.711479e+04 2.864635e+04
5.528000e-02 2.239504e+04 4.791010e+02 2.285675e+04 2.348039e+04
6.523200e-02 2.067569e+04 3.566662e+02 2.010233e+04 1.964793e+04
7.522900e-02 1.794871e+04 2.693702e+02 1.750521e+04 1.671395e+04
8.519300e-02 1.447712e+04 2.146253e+02 1.470375e+04 1.433893e+04
9.516600e-02 1.205462e+04 1.651124e+02 1.222191e+04 1.244726e+04
1.051550e-01 1.047269e+04 1.343026e+02 1.045598e+04 1.089868e+04
1.151310e-01 9.404966e+03 1.154324e+02 9.386891e+03 9.616161e+03
1.251240e-01 8.589558e+03 9.424579e+01 8.637737e+03 8.536001e+03
1.351250e-01 7.855139e+03 8.724854e+01 7.861690e+03 7.617208e+03
1.451200e-01 7.098496e+03 7.419250e+01 6.987893e+03 6.840529e+03
1.551180e-01 6.110903e+03 6.466602e+01 6.135972e+03 6.168893e+03
1.651050e-01 5.445331e+03 5.804587e+01 5.454830e+03 5.583442e+03
1.750880e-01 4.967248e+03 5.337509e+01 4.982068e+03 5.077415e+03
1.850890e-01 4.659061e+03 4.815227e+01 4.629661e+03 4.630921e+03
1.950930e-01 4.293761e+03 4.364512e+01 4.303500e+03 4.240459e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#3.801440e+00	-7.974922e+02	-5.325900e+02	3.017230e+02	3.654966e+00	3.717648e+03	-1.470601e+03	3.301109e+02	4.300000e+00	 4.300000e+00	 1.239952e-01	 1.006032e+00	 1.016541e+00	 5.872129e+01	 72-17
