#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 -2.278909e+03 6.325086e+03 -6.369618e+03 -6.899300e+03
3.546900e-02 -2.436021e+03 3.815159e+03 -3.979183e+03 -4.399934e+03
4.536800e-02 -3.818629e+03 2.368460e+03 -3.093825e+03 -3.132210e+03
5.531400e-02 -3.279030e+03 1.678381e+03 -2.798877e+03 -2.480501e+03
6.525800e-02 -1.158288e+03 1.303364e+03 -2.419454e+03 -2.042482e+03
7.520900e-02 -2.114744e+03 1.002909e+03 -1.819931e+03 -1.678330e+03
8.517500e-02 -1.855873e+02 7.208199e+02 -1.239802e+03 -1.387178e+03
9.515700e-02 -1.163854e+03 5.675477e+02 -9.534764e+02 -1.208777e+03
1.051620e-01 -1.165343e+03 4.437997e+02 -9.004165e+02 -1.046559e+03
1.151480e-01 -7.658002e+02 3.832416e+02 -9.672275e+02 -9.313843e+02
1.251460e-01 -1.067188e+03 3.156288e+02 -9.677988e+02 -8.339954e+02
1.351460e-01 -6.585550e+02 2.805437e+02 -8.665882e+02 -7.620756e+02
1.451320e-01 -6.535732e+02 2.448660e+02 -7.325843e+02 -7.185201e+02
1.551140e-01 -8.904380e+02 2.094551e+02 -6.217307e+02 -6.733829e+02
1.651020e-01 -5.374765e+02 1.810060e+02 -5.841491e+02 -6.413731e+02
1.751050e-01 -6.019374e+02 1.532352e+02 -6.012535e+02 -6.240673e+02
1.850970e-01 -5.907564e+02 1.451350e+02 -6.152490e+02 -6.030489e+02
1.950850e-01 -6.053678e+02 1.365361e+02 -6.184010e+02 -5.940136e+02

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#6.631804e+00	7.342184e+03	-2.755870e+03	-1.683333e+02	5.639463e+00	3.625948e+03	-2.472714e+03	-7.065481e+01	1.385000e+01	 9.030000e+00	 1.796198e-01	 1.081804e+00	 1.014962e+00	 5.034254e+01	 72-17
