#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 8.344163e+04 3.146132e+03 5.116561e+04 4.975466e+04
3.546900e-02 4.000951e+04 1.798466e+03 3.875093e+04 4.022621e+04
4.536800e-02 2.853701e+04 1.130281e+03 3.024673e+04 3.201036e+04
5.531400e-02 2.154596e+04 7.895195e+02 2.543127e+04 2.592335e+04
6.525800e-02 1.932368e+04 5.746752e+02 2.208043e+04 2.145150e+04
7.520900e-02 1.710132e+04 4.555268e+02 1.876545e+04 1.801649e+04
8.517500e-02 1.391835e+04 3.439291e+02 1.543859e+04 1.524320e+04
9.515700e-02 1.117133e+04 2.678954e+02 1.277770e+04 1.305858e+04
1.051620e-01 9.817994e+03 2.112183e+02 1.096369e+04 1.127898e+04
1.151480e-01 8.672488e+03 1.800903e+02 9.748360e+03 9.825302e+03
1.251460e-01 7.940520e+03 1.559694e+02 8.725055e+03 8.612099e+03
1.351460e-01 6.936318e+03 1.344518e+02 7.723703e+03 7.600909e+03
1.451320e-01 6.189326e+03 1.115548e+02 6.791652e+03 6.759861e+03
1.551140e-01 5.299288e+03 9.833871e+01 6.001918e+03 6.040537e+03
1.651020e-01 4.781943e+03 8.789074e+01 5.385815e+03 5.430072e+03
1.751050e-01 4.406906e+03 7.739142e+01 4.895945e+03 4.909688e+03
1.850970e-01 3.969831e+03 7.086372e+01 4.476749e+03 4.465538e+03
1.950850e-01 3.689967e+03 6.339446e+01 4.101690e+03 4.086850e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#6.858241e+00	4.119999e+03	-5.283332e+02	-3.238110e+02	2.503081e-01	1.971502e+04	-9.604530e+03	1.698896e+03	1.385000e+01	 9.030000e+00	 1.217131e-01	 1.007539e+00	 9.752971e-01	 5.691749e+02	 72-17
