#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 -1.779990e+03 3.747253e+03 -6.509027e+03 -6.133923e+03
3.546900e-02 -5.762887e+03 2.138581e+03 -4.910856e+03 -4.700342e+03
4.537800e-02 -4.546733e+03 1.389354e+03 -3.584830e+03 -3.708460e+03
5.528000e-02 -2.315281e+03 1.021824e+03 -2.649852e+03 -2.963709e+03
6.523200e-02 -2.869402e+03 7.435086e+02 -2.224127e+03 -2.414211e+03
7.522900e-02 -2.892620e+03 5.752496e+02 -2.152114e+03 -2.053656e+03
8.519300e-02 -2.192518e+03 4.423735e+02 -1.997756e+03 -1.746262e+03
9.516600e-02 -1.263695e+03 3.571042e+02 -1.649669e+03 -1.505312e+03
1.051550e-01 -1.082514e+03 2.864621e+02 -1.239645e+03 -1.316372e+03
1.151310e-01 -6.693076e+02 2.379100e+02 -9.794330e+02 -1.162400e+03
1.251240e-01 -1.046440e+03 2.072905e+02 -9.376504e+02 -1.039583e+03
1.351250e-01 -1.256047e+03 1.847082e+02 -9.816518e+02 -9.317223e+02
1.451200e-01 -7.980969e+02 1.576932e+02 -9.697735e+02 -8.487437e+02
1.551180e-01 -8.954827e+02 1.373050e+02 -8.537949e+02 -7.822403e+02
1.651050e-01 -6.588364e+02 1.152264e+02 -6.984641e+02 -7.229182e+02
1.750880e-01 -6.235940e+02 1.098447e+02 -6.043563e+02 -6.790335e+02
1.850890e-01 -6.351486e+02 9.784459e+01 -5.889276e+02 -6.399427e+02
1.950930e-01 -5.908091e+02 9.079194e+01 -6.202523e+02 -6.129691e+02

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#5.092579e+00	-2.917145e+03	1.000960e+03	-1.549692e+02	3.946505e+00	-5.161556e+03	1.543528e+03	-2.094756e+02	4.300000e+00	 4.300000e+00	 1.065249e-02	 9.535246e-01	 1.006857e+00	 4.148171e+01	 72-17
