#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 4.359983e+04 3.146132e+03 4.468591e+04 4.287957e+04
3.546900e-02 3.459548e+04 1.798466e+03 3.568116e+04 3.760218e+04
4.536800e-02 3.027724e+04 1.130281e+03 2.870729e+04 3.099735e+04
5.531400e-02 2.478695e+04 7.895195e+02 2.507098e+04 2.570274e+04
6.525800e-02 2.244559e+04 5.746752e+02 2.252294e+04 2.169018e+04
7.520900e-02 1.941000e+04 4.555268e+02 1.950946e+04 1.852318e+04
8.517500e-02 1.602630e+04 3.439291e+02 1.613819e+04 1.588562e+04
9.515700e-02 1.341796e+04 2.678954e+02 1.340494e+04 1.378324e+04
1.051620e-01 1.178691e+04 2.112183e+02 1.161781e+04 1.203887e+04
1.151480e-01 1.047598e+04 1.800903e+02 1.048987e+04 1.059003e+04
1.251460e-01 9.628255e+03 1.559694e+02 9.510534e+03 9.356319e+03
1.351460e-01 8.534196e+03 1.344518e+02 8.474142e+03 8.308565e+03
1.451320e-01 7.466289e+03 1.115548e+02 7.463152e+03 7.421519e+03
1.551140e-01 6.589655e+03 9.833871e+01 6.589652e+03 6.642874e+03
1.651020e-01 5.751810e+03 8.789074e+01 5.906357e+03 5.966251e+03
1.751050e-01 5.372583e+03 7.739142e+01 5.356743e+03 5.374785e+03
1.850970e-01 4.916199e+03 7.086372e+01 4.871240e+03 4.855662e+03
1.950850e-01 4.431690e+03 6.339446e+01 4.419685e+03 4.399637e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#7.092652e+00	-6.371897e+02	4.193895e+02	-5.033573e+02	4.779193e+00	-1.822101e+03	-1.130404e+02	9.645561e+01	1.385000e+01	 9.030000e+00	 3.007905e-01	 1.007467e+00	 9.735193e-01	 4.889251e+01	 72-17
