#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 1.723722e+04 5.834693e+03 1.954524e+04 1.872248e+04
3.546900e-02 1.365696e+04 3.261405e+03 1.563807e+04 1.696336e+04
4.537800e-02 1.348522e+04 2.071864e+03 1.256146e+04 1.379259e+04
5.528000e-02 1.043608e+04 1.482101e+03 1.108202e+04 1.120250e+04
6.523200e-02 1.137259e+04 1.109735e+03 9.777388e+03 9.219384e+03
7.522900e-02 7.347790e+03 8.588790e+02 8.002814e+03 7.604664e+03
8.519300e-02 6.989416e+03 6.581388e+02 6.242699e+03 6.293400e+03
9.516600e-02 5.035804e+03 5.070864e+02 5.050361e+03 5.274809e+03
1.051550e-01 4.777426e+03 4.090351e+02 4.355953e+03 4.445038e+03
1.151310e-01 3.812154e+03 3.456156e+02 3.848447e+03 3.780302e+03
1.251240e-01 3.425103e+03 2.937246e+02 3.307044e+03 3.232167e+03
1.351250e-01 2.821684e+03 2.490825e+02 2.787946e+03 2.793871e+03
1.451200e-01 2.263805e+03 2.252544e+02 2.392935e+03 2.441343e+03
1.551180e-01 2.303519e+03 1.897760e+02 2.123401e+03 2.145352e+03
1.651050e-01 2.027190e+03 1.691920e+02 1.932269e+03 1.912440e+03
1.750880e-01 1.805992e+03 1.464535e+02 1.751470e+03 1.722262e+03
1.850890e-01 1.600824e+03 1.335446e+02 1.581211e+03 1.573011e+03
1.950930e-01 1.442135e+03 1.228995e+02 1.440355e+03 1.453740e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#3.542837e+00	8.516047e+03	-1.644626e+03	-3.076501e+02	3.816060e+00	2.622533e+03	1.015217e+03	-6.527358e+02	1.218000e+01	 7.310000e+00	 6.604098e-01	 9.683168e-01	 1.007790e+00	 4.476314e+01	 72-17
