#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 1.614196e+04 9.122079e+03 1.857987e+04 1.646899e+04
3.546900e-02 1.817014e+04 5.464229e+03 1.653252e+04 1.617255e+04
4.536800e-02 1.259655e+04 3.446586e+03 1.310699e+04 1.401885e+04
5.531400e-02 9.617314e+03 2.382770e+03 1.049240e+04 1.168683e+04
6.525800e-02 1.025738e+04 1.837897e+03 9.197407e+03 9.788722e+03
7.520900e-02 9.999367e+03 1.410352e+03 8.619052e+03 8.379137e+03
8.517500e-02 7.747987e+03 1.040858e+03 7.826791e+03 7.187913e+03
9.515700e-02 5.958912e+03 8.056691e+02 6.568964e+03 6.126036e+03
1.051620e-01 4.535253e+03 6.604807e+02 5.277827e+03 5.285508e+03
1.151480e-01 4.407246e+03 5.427923e+02 4.283759e+03 4.568182e+03
1.251460e-01 3.410556e+03 4.649472e+02 3.723274e+03 3.970052e+03
1.351460e-01 3.576317e+03 3.959948e+02 3.398213e+03 3.446362e+03
1.451320e-01 3.277304e+03 3.414293e+02 3.090971e+03 2.992722e+03
1.551140e-01 2.673111e+03 2.990216e+02 2.733125e+03 2.622782e+03
1.651020e-01 2.539663e+03 2.554929e+02 2.331817e+03 2.290904e+03
1.751050e-01 1.934840e+03 2.249544e+02 1.975235e+03 1.998607e+03
1.850970e-01 1.841237e+03 2.033879e+02 1.706990e+03 1.747487e+03
1.950850e-01 1.211051e+03 1.813911e+02 1.507110e+03 1.528942e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#4.770285e+00	1.123218e+04	-4.533899e+03	2.384437e+02	6.388627e+00	-1.976380e+04	6.363907e+03	-8.497676e+02	1.385000e+01	 9.030000e+00	 3.018750e-01	 1.114439e+00	 9.633396e-01	 6.969159e+01	 72-17
