#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 6.821484e+04 4.006282e+03 6.810276e+04 6.591454e+04
3.546900e-02 5.139242e+04 2.280966e+03 5.250064e+04 5.424362e+04
4.536800e-02 4.222894e+04 1.482969e+03 4.132916e+04 4.368372e+04
5.531400e-02 3.491744e+04 1.022854e+03 3.479719e+04 3.566980e+04
6.525800e-02 2.952884e+04 7.714873e+02 3.033458e+04 2.973119e+04
7.520900e-02 2.628488e+04 5.991539e+02 2.612075e+04 2.517328e+04
8.517500e-02 2.207459e+04 4.423736e+02 2.189716e+04 2.148605e+04
9.515700e-02 1.852954e+04 3.505891e+02 1.836290e+04 1.855315e+04
1.051620e-01 1.521701e+04 2.813171e+02 1.580542e+04 1.617526e+04
1.151480e-01 1.427350e+04 2.421615e+02 1.403094e+04 1.422542e+04
1.251460e-01 1.265689e+04 1.973180e+02 1.264095e+04 1.260594e+04
1.351460e-01 1.153267e+04 1.715754e+02 1.138240e+04 1.125473e+04
1.451320e-01 1.035818e+04 1.457970e+02 1.021448e+04 1.012703e+04
1.551140e-01 9.099985e+03 1.275089e+02 9.182316e+03 9.173161e+03
1.651020e-01 8.307664e+03 1.191531e+02 8.326024e+03 8.361793e+03
1.751050e-01 7.564651e+03 1.031396e+02 7.635679e+03 7.670766e+03
1.850970e-01 7.078653e+03 8.943816e+01 7.071216e+03 7.083811e+03
1.950850e-01 6.589350e+03 8.345461e+01 6.587060e+03 6.580704e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#4.819336e+00	9.743178e+03	-1.046567e+03	-2.197520e+02	1.955745e+00	9.779783e+03	-4.629263e+03	1.302124e+03	1.385000e+01	 9.030000e+00	 7.689718e-01	 9.350053e-01	 1.073479e+00	 6.322818e+01	 72-17
