#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 5.735226e+04 2.424869e+03 5.818188e+04 5.605725e+04
3.546900e-02 4.406099e+04 1.389059e+03 4.586591e+04 4.797040e+04
4.537800e-02 3.695497e+04 9.051151e+02 3.661720e+04 3.923638e+04
5.528000e-02 3.195642e+04 6.355957e+02 3.161077e+04 3.241592e+04
6.523200e-02 2.856395e+04 4.684603e+02 2.815688e+04 2.724885e+04
7.522900e-02 2.489558e+04 3.565487e+02 2.437007e+04 2.320147e+04
8.519300e-02 2.003799e+04 2.798363e+02 2.023460e+04 1.988190e+04
9.516600e-02 1.672590e+04 2.217555e+02 1.682797e+04 1.725176e+04
1.051550e-01 1.434724e+04 1.755967e+02 1.455639e+04 1.508905e+04
1.151310e-01 1.315147e+04 1.460674e+02 1.314372e+04 1.330619e+04
1.251240e-01 1.190733e+04 1.270938e+02 1.199133e+04 1.181072e+04
1.351250e-01 1.078237e+04 1.128308e+02 1.078435e+04 1.055357e+04
1.451200e-01 9.670319e+03 9.682492e+01 9.579917e+03 9.501870e+03
1.551180e-01 8.596250e+03 8.630087e+01 8.527835e+03 8.593952e+03
1.651050e-01 7.781888e+03 7.501289e+01 7.722076e+03 7.816461e+03
1.750880e-01 7.061176e+03 6.897523e+01 7.114201e+03 7.153189e+03
1.850890e-01 6.583081e+03 6.099282e+01 6.595699e+03 6.575954e+03
1.950930e-01 6.090526e+03 5.447455e+01 6.113704e+03 6.077163e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#5.779953e+00	1.079538e+03	6.265880e+02	-5.458381e+01	6.724235e+00	-1.462562e+03	2.469389e+03	-4.778728e+02	1.218000e+01	 7.310000e+00	 2.612020e-01	 9.956173e-01	 9.883689e-01	 4.993525e+01	 72-17
