#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 5.830312e+04 2.424869e+03 6.206817e+04 6.033409e+04
3.546900e-02 4.772439e+04 1.389059e+03 4.749682e+04 4.891495e+04
4.537800e-02 3.835558e+04 9.051151e+02 3.737278e+04 3.931983e+04
5.528000e-02 3.111213e+04 6.355957e+02 3.149737e+04 3.221847e+04
6.523200e-02 2.755209e+04 4.684603e+02 2.751464e+04 2.694947e+04
7.522900e-02 2.400172e+04 3.565487e+02 2.377691e+04 2.290926e+04
8.519300e-02 1.962610e+04 2.798363e+02 1.999360e+04 1.965080e+04
9.516600e-02 1.678462e+04 2.217555e+02 1.681561e+04 1.706112e+04
1.051550e-01 1.469812e+04 1.755967e+02 1.455543e+04 1.494817e+04
1.151310e-01 1.305386e+04 1.460674e+02 1.304248e+04 1.320625e+04
1.251240e-01 1.171231e+04 1.270938e+02 1.184291e+04 1.174622e+04
1.351250e-01 1.072352e+04 1.128308e+02 1.068098e+04 1.051413e+04
1.451200e-01 9.474851e+03 9.682492e+01 9.553778e+03 9.477570e+03
1.551180e-01 8.434642e+03 8.630087e+01 8.555902e+03 8.587440e+03
1.651050e-01 7.763491e+03 7.501289e+01 7.753629e+03 7.819314e+03
1.750880e-01 7.105306e+03 6.897523e+01 7.123714e+03 7.158507e+03
1.850890e-01 6.491316e+03 6.099282e+01 6.589670e+03 6.582218e+03
1.950930e-01 6.087429e+03 5.447455e+01 6.104868e+03 6.080717e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#3.628319e+00	2.717942e+03	-7.534956e+02	3.803500e+02	3.473549e+00	1.531372e+03	-8.120015e+02	4.545239e+02	1.218000e+01	 7.310000e+00	 6.195833e-01	 1.047579e+00	 9.806659e-01	 5.219712e+01	 72-17
