#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 1.960434e+04 9.122079e+03 1.635780e+04 1.503909e+04
3.546900e-02 1.613154e+04 5.464229e+03 1.489860e+04 1.617369e+04
4.536800e-02 1.214130e+04 3.446586e+03 1.259112e+04 1.402464e+04
5.531400e-02 1.031054e+04 2.382770e+03 1.144674e+04 1.181066e+04
6.525800e-02 1.003271e+04 1.837897e+03 1.040337e+04 9.989918e+03
7.520900e-02 1.060309e+04 1.410352e+03 8.885027e+03 8.475560e+03
8.517500e-02 6.338373e+03 1.040858e+03 7.218461e+03 7.150501e+03
9.515700e-02 5.746870e+03 8.056691e+02 5.973747e+03 6.080496e+03
1.051620e-01 4.839495e+03 6.604807e+02 5.132338e+03 5.186665e+03
1.151480e-01 4.815260e+03 5.427923e+02 4.473199e+03 4.452222e+03
1.251460e-01 4.010877e+03 4.649472e+02 3.829329e+03 3.820472e+03
1.351460e-01 3.189717e+03 3.959948e+02 3.252984e+03 3.287216e+03
1.451320e-01 3.140312e+03 3.414293e+02 2.811725e+03 2.844892e+03
1.551140e-01 2.639365e+03 2.990216e+02 2.465987e+03 2.459997e+03
1.651020e-01 2.197327e+03 2.554929e+02 2.159093e+03 2.126053e+03
1.751050e-01 1.873189e+03 2.249544e+02 1.863876e+03 1.839438e+03
1.850970e-01 1.665462e+03 2.033879e+02 1.586367e+03 1.587897e+03
1.950850e-01 1.368472e+03 1.813911e+02 1.357498e+03 1.374613e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#5.753868e+00	-2.000654e+03	1.074420e+03	-5.321009e+02	7.917854e+00	-1.184978e+04	4.967027e+03	-1.205270e+03	1.385000e+01	 9.030000e+00	 4.700690e-01	 9.953944e-01	 1.004311e+00	 3.102383e+01	 72-17
