#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 2.285920e+04 5.834693e+03 1.942566e+04 1.827357e+04
3.546900e-02 1.458672e+04 3.261405e+03 1.642149e+04 1.726689e+04
4.537800e-02 1.287435e+04 2.071864e+03 1.343655e+04 1.457183e+04
5.528000e-02 1.459092e+04 1.482101e+03 1.174634e+04 1.216345e+04
6.523200e-02 1.092177e+04 1.109735e+03 1.049588e+04 1.024812e+04
7.522900e-02 8.982142e+03 8.588790e+02 9.083544e+03 8.716528e+03
8.519300e-02 7.650891e+03 6.581388e+02 7.548357e+03 7.406748e+03
9.516600e-02 5.850913e+03 5.070864e+02 6.297718e+03 6.346671e+03
1.051550e-01 4.943188e+03 4.090351e+02 5.390916e+03 5.462888e+03
1.151310e-01 3.993762e+03 3.456156e+02 4.692464e+03 4.718019e+03
1.251240e-01 4.285846e+03 2.937246e+02 4.075943e+03 4.086415e+03
1.351250e-01 3.628459e+03 2.490825e+02 3.519770e+03 3.542086e+03
1.451200e-01 3.416167e+03 2.252544e+02 3.062565e+03 3.078321e+03
1.551180e-01 2.589731e+03 1.897760e+02 2.688417e+03 2.674565e+03
1.651050e-01 2.463895e+03 1.691920e+02 2.347515e+03 2.313775e+03
1.750880e-01 1.936246e+03 1.464535e+02 2.028742e+03 2.005468e+03
1.850890e-01 1.753201e+03 1.335446e+02 1.723531e+03 1.727823e+03
1.950930e-01 1.347053e+03 1.228995e+02 1.459537e+03 1.481592e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#5.426175e+00	-1.818169e+03	3.693077e+02	-2.672633e+02	5.595784e+00	-1.818807e+04	4.744459e+03	-5.613697e+02	1.218000e+01	 7.310000e+00	 4.099089e-01	 1.010246e+00	 1.006496e+00	 5.490552e+01	 72-17
