#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 1.794900e+04 9.122079e+03 1.399800e+04 1.191893e+04
3.546900e-02 1.901613e+04 5.464229e+03 1.377513e+04 1.353806e+04
4.536800e-02 1.218485e+04 3.446586e+03 1.141765e+04 1.232986e+04
5.531400e-02 7.895412e+03 2.382770e+03 9.458662e+03 1.054833e+04
6.525800e-02 9.341660e+03 1.837897e+03 8.464178e+03 9.004212e+03
7.520900e-02 9.595808e+03 1.410352e+03 7.948569e+03 7.783774e+03
8.517500e-02 6.499616e+03 1.040858e+03 7.286466e+03 6.759685e+03
9.515700e-02 6.556554e+03 8.056691e+02 6.215717e+03 5.797502e+03
1.051620e-01 4.269952e+03 6.604807e+02 5.092540e+03 5.023360e+03
1.151480e-01 3.939199e+03 5.427923e+02 4.157178e+03 4.354498e+03
1.251460e-01 4.041428e+03 4.649472e+02 3.550150e+03 3.780388e+03
1.351460e-01 2.935623e+03 3.959948e+02 3.179058e+03 3.276512e+03
1.451320e-01 2.819475e+03 3.414293e+02 2.869203e+03 2.825311e+03
1.551140e-01 3.115890e+03 2.990216e+02 2.539331e+03 2.443367e+03
1.651020e-01 2.256614e+03 2.554929e+02 2.170362e+03 2.106931e+03
1.751050e-01 1.971593e+03 2.249544e+02 1.799773e+03 1.794551e+03
1.850970e-01 1.595005e+03 2.033879e+02 1.490366e+03 1.519755e+03
1.950850e-01 1.279431e+03 1.813911e+02 1.243004e+03 1.272269e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#3.841336e+00	-1.203967e+04	2.736805e+03	-2.336061e+02	8.506037e+00	9.178147e+03	-3.029997e+03	-5.561860e+02	1.385000e+01	 9.030000e+00	 3.381219e-01	 1.118920e+00	 1.002134e+00	 6.445997e+01	 72-17
