#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 6.549346e+04 4.006282e+03 6.384967e+04 6.120558e+04
3.546900e-02 5.153482e+04 2.280966e+03 5.009671e+04 5.159630e+04
4.536800e-02 4.052711e+04 1.482969e+03 3.949568e+04 4.200790e+04
5.531400e-02 3.203976e+04 1.022854e+03 3.325629e+04 3.446461e+04
6.525800e-02 2.967658e+04 7.714873e+02 2.925162e+04 2.880606e+04
7.520900e-02 2.608284e+04 5.991539e+02 2.556061e+04 2.449184e+04
8.517500e-02 2.117996e+04 4.423736e+02 2.156920e+04 2.095167e+04
9.515700e-02 1.754811e+04 3.505891e+02 1.799845e+04 1.811408e+04
1.051620e-01 1.511493e+04 2.813171e+02 1.536826e+04 1.581665e+04
1.151480e-01 1.347758e+04 2.421615e+02 1.362685e+04 1.392477e+04
1.251460e-01 1.214712e+04 1.973180e+02 1.236150e+04 1.235364e+04
1.351460e-01 1.125263e+04 1.715754e+02 1.119996e+04 1.103160e+04
1.451320e-01 1.033895e+04 1.457970e+02 1.006036e+04 9.928835e+03
1.551140e-01 9.057942e+03 1.275089e+02 9.019720e+03 9.001783e+03
1.651020e-01 8.197284e+03 1.191531e+02 8.149533e+03 8.203006e+03
1.751050e-01 7.380849e+03 1.031396e+02 7.473578e+03 7.526044e+03
1.850970e-01 6.890589e+03 8.943816e+01 6.932896e+03 6.948555e+03
1.950850e-01 6.456653e+03 8.345461e+01 6.467714e+03 6.454305e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#6.099384e+00	1.496140e+04	-3.565049e+03	2.229683e+02	5.762048e+00	-4.332972e+03	2.520684e+03	-1.485858e+02	1.385000e+01	 9.030000e+00	 1.674433e-01	 1.061086e+00	 1.029360e+00	 5.344144e+01	 72-17
