#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 5.348790e+04 2.424869e+03 5.815195e+04 5.608467e+04
3.546900e-02 4.700209e+04 1.389059e+03 4.564242e+04 4.761169e+04
4.537800e-02 3.765105e+04 9.051151e+02 3.635242e+04 3.884797e+04
5.528000e-02 3.197466e+04 6.355957e+02 3.125575e+04 3.204997e+04
6.523200e-02 2.715261e+04 4.684603e+02 2.775580e+04 2.691510e+04
7.522900e-02 2.388311e+04 3.565487e+02 2.401416e+04 2.290495e+04
8.519300e-02 2.004303e+04 2.798363e+02 1.997745e+04 1.963066e+04
9.516600e-02 1.676267e+04 2.217555e+02 1.663630e+04 1.702807e+04
1.051550e-01 1.448892e+04 1.755967e+02 1.439418e+04 1.489561e+04
1.151310e-01 1.327970e+04 1.460674e+02 1.298234e+04 1.313672e+04
1.251240e-01 1.167682e+04 1.270938e+02 1.183121e+04 1.166243e+04
1.351250e-01 1.054526e+04 1.128308e+02 1.063804e+04 1.042357e+04
1.451200e-01 9.545777e+03 9.682492e+01 9.453673e+03 9.384130e+03
1.551180e-01 8.325561e+03 8.630087e+01 8.426852e+03 8.490930e+03
1.651050e-01 7.564635e+03 7.501289e+01 7.639561e+03 7.726139e+03
1.750880e-01 7.062369e+03 6.897523e+01 7.037883e+03 7.070162e+03
1.850890e-01 6.538586e+03 6.099282e+01 6.523678e+03 6.502430e+03
1.950930e-01 6.061605e+03 5.447455e+01 6.042541e+03 6.009172e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#6.379485e+00	3.149357e+03	1.968028e+02	-8.126761e+01	6.038156e+00	-3.840638e+03	2.082461e+03	-1.173972e+02	1.218000e+01	 7.310000e+00	 1.376233e-01	 1.053291e+00	 9.646740e-01	 6.969423e+01	 72-17
