#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 1.955491e+04 9.122079e+03 2.964207e+04 3.010673e+04
3.546900e-02 2.521100e+04 5.464229e+03 2.015960e+04 2.042878e+04
4.536800e-02 1.295653e+04 3.446586e+03 1.524210e+04 1.498859e+04
5.531400e-02 1.716968e+04 2.382770e+03 1.207145e+04 1.162595e+04
6.525800e-02 9.072907e+03 1.837897e+03 9.454793e+03 9.341213e+03
7.520900e-02 5.985459e+03 1.410352e+03 7.320316e+03 7.623529e+03
8.517500e-02 5.670888e+03 1.040858e+03 6.013252e+03 6.352362e+03
9.515700e-02 5.118501e+03 8.056691e+02 5.355627e+03 5.382547e+03
1.051620e-01 4.884637e+03 6.604807e+02 4.840429e+03 4.599697e+03
1.151480e-01 3.745805e+03 5.427923e+02 4.187397e+03 3.974070e+03
1.251460e-01 4.241707e+03 4.649472e+02 3.459258e+03 3.457466e+03
1.351460e-01 3.262580e+03 3.959948e+02 2.898455e+03 3.041348e+03
1.451320e-01 3.019646e+03 3.414293e+02 2.574175e+03 2.690735e+03
1.551140e-01 2.447194e+03 2.990216e+02 2.382241e+03 2.387467e+03
1.651020e-01 2.468475e+03 2.554929e+02 2.207904e+03 2.141310e+03
1.751050e-01 1.970440e+03 2.249544e+02 1.983286e+03 1.925782e+03
1.850970e-01 1.755891e+03 2.033879e+02 1.755923e+03 1.747108e+03
1.950850e-01 1.447480e+03 1.813911e+02 1.564875e+03 1.589995e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#8.962648e+00	1.469084e+04	-5.859189e+03	9.192530e+02	6.840949e+00	-1.181759e+04	1.000519e+03	5.443234e+02	1.385000e+01	 9.030000e+00	 3.092541e-02	 9.756882e-01	 1.017517e+00	 6.208536e+01	 72-17
