#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 2.140632e+04 9.122079e+03 1.689001e+04 1.749407e+04
3.546900e-02 1.375136e+04 5.464229e+03 1.352928e+04 1.556002e+04
4.536800e-02 1.107212e+04 3.446586e+03 1.217742e+04 1.273953e+04
5.531400e-02 8.731317e+03 2.382770e+03 1.157518e+04 1.061713e+04
6.525800e-02 9.045991e+03 1.837897e+03 9.843591e+03 9.021805e+03
7.520900e-02 9.002446e+03 1.410352e+03 7.293858e+03 7.497756e+03
8.517500e-02 3.859810e+03 1.040858e+03 5.733133e+03 6.390166e+03
9.515700e-02 4.400207e+03 8.056691e+02 5.232679e+03 5.475963e+03
1.051620e-01 4.977209e+03 6.604807e+02 5.000244e+03 4.719526e+03
1.151480e-01 4.725953e+03 5.427923e+02 4.413046e+03 4.083711e+03
1.251460e-01 4.168305e+03 4.649472e+02 3.591413e+03 3.550813e+03
1.351460e-01 3.158351e+03 3.959948e+02 2.954943e+03 3.124821e+03
1.451320e-01 2.625284e+03 3.414293e+02 2.588127e+03 2.728783e+03
1.551140e-01 2.418293e+03 2.990216e+02 2.391286e+03 2.394735e+03
1.651020e-01 2.199976e+03 2.554929e+02 2.186314e+03 2.110967e+03
1.751050e-01 2.293216e+03 2.249544e+02 1.911815e+03 1.854373e+03
1.850970e-01 1.563534e+03 2.033879e+02 1.628469e+03 1.625530e+03
1.950850e-01 1.320242e+03 1.813911e+02 1.378992e+03 1.406796e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#6.469990e+00	-1.976527e+04	6.178261e+03	-6.445391e+02	8.536976e+00	4.269234e+03	6.801285e+02	-6.015934e+02	1.385000e+01	 9.030000e+00	 4.123285e-01	 9.023012e-01	 1.011336e+00	 6.316368e+01	 72-17
