#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 2.970723e+04 9.122079e+03 3.275498e+04 3.379288e+04
3.546900e-02 2.347751e+04 5.464229e+03 2.218309e+04 2.266532e+04
4.536800e-02 1.686962e+04 3.446586e+03 1.721848e+04 1.670078e+04
5.531400e-02 1.240014e+04 2.382770e+03 1.390472e+04 1.309680e+04
6.525800e-02 8.145463e+03 1.837897e+03 1.085465e+04 1.065963e+04
7.520900e-02 8.664670e+03 1.410352e+03 8.268235e+03 8.746113e+03
8.517500e-02 7.571495e+03 1.040858e+03 6.893150e+03 7.389890e+03
9.515700e-02 5.353222e+03 8.056691e+02 6.277693e+03 6.302161e+03
1.051620e-01 6.670260e+03 6.604807e+02 5.741029e+03 5.421462e+03
1.151480e-01 5.325278e+03 5.427923e+02 4.939376e+03 4.691394e+03
1.251460e-01 3.756809e+03 4.649472e+02 4.058740e+03 4.077830e+03
1.351460e-01 3.391378e+03 3.959948e+02 3.404156e+03 3.567822e+03
1.451320e-01 2.958698e+03 3.414293e+02 2.994328e+03 3.104553e+03
1.551140e-01 2.422542e+03 2.990216e+02 2.715033e+03 2.704915e+03
1.651020e-01 2.517317e+03 2.554929e+02 2.423977e+03 2.355233e+03
1.751050e-01 1.983446e+03 2.249544e+02 2.082625e+03 2.035475e+03
1.850970e-01 1.926905e+03 2.033879e+02 1.747236e+03 1.747410e+03
1.950850e-01 1.422211e+03 1.813911e+02 1.451803e+03 1.476619e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#5.740624e+00	-4.398486e+03	-2.115405e+03	9.449126e+02	8.017201e+00	-8.475028e+03	-3.611355e+01	7.176756e+02	1.385000e+01	 9.030000e+00	 3.883978e-02	 9.019838e-01	 1.011196e+00	 5.039961e+01	 72-17
