#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 5.944686e+04 2.424869e+03 5.823115e+04 5.620784e+04
3.546900e-02 4.603208e+04 1.389059e+03 4.566883e+04 4.751384e+04
4.537800e-02 3.699449e+04 9.051151e+02 3.637583e+04 3.877049e+04
5.528000e-02 3.153118e+04 6.355957e+02 3.121966e+04 3.202155e+04
6.523200e-02 2.740976e+04 4.684603e+02 2.770095e+04 2.692811e+04
7.522900e-02 2.395339e+04 3.565487e+02 2.403357e+04 2.296350e+04
8.519300e-02 2.052455e+04 2.798363e+02 2.008396e+04 1.971778e+04
9.516600e-02 1.635611e+04 2.217555e+02 1.678667e+04 1.713876e+04
1.051550e-01 1.465271e+04 1.755967e+02 1.453329e+04 1.502081e+04
1.151310e-01 1.304937e+04 1.460674e+02 1.309980e+04 1.327180e+04
1.251240e-01 1.184994e+04 1.270938e+02 1.194784e+04 1.180147e+04
1.351250e-01 1.098024e+04 1.128308e+02 1.077068e+04 1.056074e+04
1.451200e-01 9.632703e+03 9.682492e+01 9.600606e+03 9.519207e+03
1.551180e-01 8.552619e+03 8.630087e+01 8.567904e+03 8.619596e+03
1.651050e-01 7.769931e+03 7.501289e+01 7.760570e+03 7.845207e+03
1.750880e-01 7.167826e+03 6.897523e+01 7.140993e+03 7.179962e+03
1.850890e-01 6.724687e+03 6.099282e+01 6.612988e+03 6.598564e+03
1.950930e-01 6.060668e+03 5.447455e+01 6.125602e+03 6.093492e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#4.570141e+00	-9.372561e+02	7.851415e+02	1.141254e+02	5.805103e+00	-1.138895e+02	1.767232e+03	-3.568827e+02	1.218000e+01	 7.310000e+00	 4.340183e-01	 1.018362e+00	 9.854653e-01	 6.805702e+01	 72-17
