#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 6.058395e+04 2.424869e+03 6.076796e+04 5.868796e+04
3.546900e-02 4.630513e+04 1.389059e+03 4.720433e+04 4.880144e+04
4.537800e-02 3.802449e+04 9.051151e+02 3.728279e+04 3.956118e+04
5.528000e-02 3.174687e+04 6.355957e+02 3.161313e+04 3.251393e+04
6.523200e-02 2.793382e+04 4.684603e+02 2.784108e+04 2.722724e+04
7.522900e-02 2.429232e+04 3.565487e+02 2.418384e+04 2.315726e+04
8.519300e-02 2.047498e+04 2.798363e+02 2.029159e+04 1.983873e+04
9.516600e-02 1.692314e+04 2.217555e+02 1.694584e+04 1.719759e+04
1.051550e-01 1.444710e+04 1.755967e+02 1.456878e+04 1.504048e+04
1.151310e-01 1.310084e+04 1.460674e+02 1.302999e+04 1.326110e+04
1.251240e-01 1.175464e+04 1.270938e+02 1.185752e+04 1.176974e+04
1.351250e-01 1.084524e+04 1.128308e+02 1.071180e+04 1.050891e+04
1.451200e-01 9.688273e+03 9.682492e+01 9.567844e+03 9.453158e+03
1.551180e-01 8.582381e+03 8.630087e+01 8.528616e+03 8.548266e+03
1.651050e-01 7.659504e+03 7.501289e+01 7.686503e+03 7.765827e+03
1.750880e-01 7.047424e+03 6.897523e+01 7.042820e+03 7.097666e+03
1.850890e-01 6.486051e+03 6.099282e+01 6.511437e+03 6.513837e+03
1.950930e-01 6.043105e+03 5.447455e+01 6.037818e+03 6.010149e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#5.123265e+00	3.285036e+03	-9.744028e+01	-4.858716e+00	3.612119e+00	-6.305140e+01	-8.834825e+02	5.655375e+02	1.218000e+01	 7.310000e+00	 3.939752e-01	 1.008876e+00	 1.017086e+00	 4.318100e+01	 72-17
