#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 8.080284e+03 5.834693e+03 2.161989e+04 2.074869e+04
3.546900e-02 1.859017e+04 3.261405e+03 1.726823e+04 1.801047e+04
4.537800e-02 1.639256e+04 2.071864e+03 1.383267e+04 1.474533e+04
5.528000e-02 1.355525e+04 1.482101e+03 1.184048e+04 1.212062e+04
6.523200e-02 9.425365e+03 1.109735e+03 1.035200e+04 1.010639e+04
7.522900e-02 9.373796e+03 8.588790e+02 8.808226e+03 8.521390e+03
8.519300e-02 7.562646e+03 6.581388e+02 7.270457e+03 7.202458e+03
9.516600e-02 5.985859e+03 5.070864e+02 6.078147e+03 6.150110e+03
1.051550e-01 5.389378e+03 4.090351e+02 5.226342e+03 5.275719e+03
1.151310e-01 4.612427e+03 3.456156e+02 4.553284e+03 4.541359e+03
1.251240e-01 3.876122e+03 2.937246e+02 3.938140e+03 3.924877e+03
1.351250e-01 3.510695e+03 2.490825e+02 3.374819e+03 3.397724e+03
1.451200e-01 2.894801e+03 2.252544e+02 2.916314e+03 2.948712e+03
1.551180e-01 2.644285e+03 1.897760e+02 2.554251e+03 2.556945e+03
1.651050e-01 2.495826e+03 1.691920e+02 2.241523e+03 2.213182e+03
1.750880e-01 1.987064e+03 1.464535e+02 1.947261e+03 1.918179e+03
1.850890e-01 1.652937e+03 1.335446e+02 1.660910e+03 1.655861e+03
1.950930e-01 1.410735e+03 1.228995e+02 1.405063e+03 1.421929e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#5.123265e+00	-9.778625e+02	2.370709e+01	-1.727744e+02	3.612119e+00	-1.182068e+04	1.544307e+03	2.304042e+01	1.218000e+01	 7.310000e+00	 3.939752e-01	 1.008876e+00	 1.017086e+00	 4.318100e+01	 72-17
