#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 5.965466e+04 4.006282e+03 6.425163e+04 6.163980e+04
3.546900e-02 4.919761e+04 2.280966e+03 5.047619e+04 5.200129e+04
4.536800e-02 4.109756e+04 1.482969e+03 3.987968e+04 4.239168e+04
5.531400e-02 3.416544e+04 1.022854e+03 3.364963e+04 3.483716e+04
6.525800e-02 3.002246e+04 7.714873e+02 2.962928e+04 2.916383e+04
7.520900e-02 2.561242e+04 5.991539e+02 2.590210e+04 2.482992e+04
8.517500e-02 2.193470e+04 4.423736e+02 2.187231e+04 2.126545e+04
9.515700e-02 1.818254e+04 3.505891e+02 1.827766e+04 1.840496e+04
1.051620e-01 1.567328e+04 2.813171e+02 1.562997e+04 1.608187e+04
1.151480e-01 1.349174e+04 2.421615e+02 1.387238e+04 1.416650e+04
1.251460e-01 1.256784e+04 1.973180e+02 1.258040e+04 1.256742e+04
1.351460e-01 1.152814e+04 1.715754e+02 1.138757e+04 1.121692e+04
1.451320e-01 1.022242e+04 1.457970e+02 1.021844e+04 1.008749e+04
1.551140e-01 9.160000e+03 1.275089e+02 9.148346e+03 9.131933e+03
1.651020e-01 8.218149e+03 1.191531e+02 8.250018e+03 8.304530e+03
1.751050e-01 7.574573e+03 1.031396e+02 7.545320e+03 7.598076e+03
1.850970e-01 6.920512e+03 8.943816e+01 6.973948e+03 6.989466e+03
1.950850e-01 6.454167e+03 8.345461e+01 6.479469e+03 6.465786e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#6.439649e+00	1.110467e+04	-2.343686e+03	1.137208e+02	5.722121e+00	-6.422252e+03	2.052583e+03	8.268668e+01	1.385000e+01	 9.030000e+00	 1.104338e-01	 1.046880e+00	 1.033201e+00	 5.839585e+01	 72-17
