#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 1.342361e+04 5.834693e+03 1.713354e+04 1.441455e+04
3.546900e-02 1.597942e+04 3.261405e+03 1.678459e+04 1.790000e+04
4.537800e-02 1.630921e+04 2.071864e+03 1.370853e+04 1.596895e+04
5.528000e-02 1.156711e+04 1.482101e+03 1.207193e+04 1.337105e+04
6.523200e-02 1.184461e+04 1.109735e+03 1.130391e+04 1.114115e+04
7.522900e-02 8.913152e+03 8.588790e+02 1.026426e+04 9.384568e+03
8.519300e-02 7.929368e+03 6.581388e+02 8.473884e+03 7.812171e+03
9.516600e-02 6.984555e+03 5.070864e+02 6.589415e+03 6.516482e+03
1.051550e-01 5.426037e+03 4.090351e+02 5.172467e+03 5.479498e+03
1.151310e-01 5.014425e+03 3.456156e+02 4.314104e+03 4.620659e+03
1.251240e-01 3.538193e+03 2.937246e+02 3.816592e+03 3.918100e+03
1.351250e-01 3.321992e+03 2.490825e+02 3.401316e+03 3.327342e+03
1.451200e-01 3.104484e+03 2.252544e+02 2.970451e+03 2.851289e+03
1.551180e-01 2.494898e+03 1.897760e+02 2.543984e+03 2.474853e+03
1.651050e-01 1.890787e+03 1.691920e+02 2.153465e+03 2.151958e+03
1.750880e-01 1.793644e+03 1.464535e+02 1.861383e+03 1.896450e+03
1.850890e-01 1.668655e+03 1.335446e+02 1.656920e+03 1.691404e+03
1.950930e-01 1.703022e+03 1.228995e+02 1.516709e+03 1.531044e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#3.428759e+00	1.461664e+04	-2.481569e+03	-7.364423e+02	4.811085e+00	-5.861982e+03	4.125223e+03	-1.674947e+03	1.218000e+01	 7.310000e+00	 8.912246e-01	 1.050559e+00	 9.843446e-01	 6.220592e+01	 72-17
