#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 5.940982e+04 4.006282e+03 5.937403e+04 5.694885e+04
3.546900e-02 4.898106e+04 2.280966e+03 4.786882e+04 5.045919e+04
4.536800e-02 4.095901e+04 1.482969e+03 3.874025e+04 4.177634e+04
5.531400e-02 3.376422e+04 1.022854e+03 3.390367e+04 3.471482e+04
6.525800e-02 3.076079e+04 7.714873e+02 3.041061e+04 2.932125e+04
7.520900e-02 2.662559e+04 5.991539e+02 2.629549e+04 2.504352e+04
8.517500e-02 2.125197e+04 4.423736e+02 2.178789e+04 2.148610e+04
9.515700e-02 1.723759e+04 3.505891e+02 1.818098e+04 1.865698e+04
1.051620e-01 1.555027e+04 2.813171e+02 1.581299e+04 1.632009e+04
1.151480e-01 1.435399e+04 2.421615e+02 1.428215e+04 1.439149e+04
1.251460e-01 1.316243e+04 1.973180e+02 1.295382e+04 1.276681e+04
1.351460e-01 1.167087e+04 1.715754e+02 1.159249e+04 1.140308e+04
1.451320e-01 1.053996e+04 1.457970e+02 1.030172e+04 1.025980e+04
1.551140e-01 9.131615e+03 1.275089e+02 9.206488e+03 9.269540e+03
1.651020e-01 8.092555e+03 1.191531e+02 8.355656e+03 8.421379e+03
1.751050e-01 7.604626e+03 1.031396e+02 7.673101e+03 7.690382e+03
1.850970e-01 7.000700e+03 8.943816e+01 7.075513e+03 7.057029e+03
1.950850e-01 6.493957e+03 8.345461e+01 6.527197e+03 6.505815e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#5.771325e+00	-1.724500e+03	1.477994e+03	-1.449948e+02	8.541831e+00	-8.037475e+03	6.785305e+03	-1.485565e+03	1.385000e+01	 9.030000e+00	 4.509808e-01	 1.007500e+00	 9.680275e-01	 9.381264e+01	 72-17
