#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 3.085300e+04 9.122079e+03 2.387794e+04 2.450255e+04
3.546900e-02 2.005951e+04 5.464229e+03 1.730617e+04 1.853480e+04
4.536800e-02 1.671765e+04 3.446586e+03 1.417661e+04 1.433389e+04
5.531400e-02 1.077125e+04 2.382770e+03 1.229101e+04 1.154090e+04
6.525800e-02 7.927929e+03 1.837897e+03 1.006896e+04 9.558009e+03
7.520900e-02 7.020517e+03 1.410352e+03 7.639564e+03 7.878797e+03
8.517500e-02 5.962205e+03 1.040858e+03 6.147618e+03 6.652314e+03
9.515700e-02 5.530831e+03 8.056691e+02 5.512871e+03 5.665483e+03
1.051620e-01 5.042578e+03 6.604807e+02 5.092078e+03 4.853005e+03
1.151480e-01 4.457743e+03 5.427923e+02 4.434341e+03 4.176670e+03
1.251460e-01 4.796254e+03 4.649472e+02 3.635325e+03 3.608985e+03
1.351460e-01 2.800204e+03 3.959948e+02 3.007137e+03 3.144585e+03
1.451320e-01 2.398252e+03 3.414293e+02 2.611451e+03 2.724854e+03
1.551140e-01 2.265776e+03 2.990216e+02 2.356900e+03 2.361193e+03
1.651020e-01 1.748163e+03 2.554929e+02 2.111586e+03 2.051692e+03
1.751050e-01 1.483211e+03 2.249544e+02 1.818648e+03 1.771259e+03
1.850970e-01 1.592102e+03 2.033879e+02 1.524779e+03 1.520666e+03
1.950850e-01 1.282043e+03 1.813911e+02 1.263720e+03 1.285436e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#6.753613e+00	-1.282077e+04	2.865792e+03	-1.053043e+02	3.449408e+00	3.010796e+03	-2.519694e+03	4.882483e+02	1.385000e+01	 9.030000e+00	 2.943637e-01	 9.053755e-01	 1.014954e+00	 5.370881e+01	 72-17
