#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 2.231639e+04 5.834693e+03 2.413481e+04 2.283438e+04
3.546900e-02 1.781015e+04 3.261405e+03 1.906515e+04 1.874073e+04
4.537800e-02 1.258358e+04 2.071864e+03 1.479044e+04 1.525416e+04
5.528000e-02 1.326118e+04 1.482101e+03 1.169216e+04 1.243239e+04
6.523200e-02 8.991671e+03 1.109735e+03 9.819289e+03 1.029053e+04
7.522900e-02 8.994388e+03 8.588790e+02 8.726170e+03 8.681330e+03
8.519300e-02 7.935552e+03 6.581388e+02 7.810059e+03 7.417557e+03
9.516600e-02 6.885544e+03 5.070864e+02 6.693690e+03 6.323924e+03
1.051550e-01 5.690867e+03 4.090351e+02 5.543622e+03 5.451263e+03
1.151310e-01 4.109662e+03 3.456156e+02 4.551552e+03 4.716296e+03
1.251240e-01 4.035231e+03 2.937246e+02 3.874644e+03 4.097252e+03
1.351250e-01 3.447426e+03 2.490825e+02 3.458677e+03 3.564006e+03
1.451200e-01 2.899313e+03 2.252544e+02 3.138109e+03 3.095686e+03
1.551180e-01 2.751242e+03 1.897760e+02 2.806097e+03 2.699918e+03
1.651050e-01 2.486672e+03 1.691920e+02 2.430387e+03 2.356272e+03
1.750880e-01 2.085280e+03 1.464535e+02 2.051457e+03 2.045891e+03
1.850890e-01 1.711228e+03 1.335446e+02 1.735777e+03 1.774966e+03
1.950930e-01 1.478194e+03 1.228995e+02 1.492341e+03 1.532337e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#4.059233e+00	1.014884e+03	-2.061453e+03	3.524088e+02	4.941276e+00	-8.851606e+02	-1.633701e+03	2.565466e+02	1.218000e+01	 7.310000e+00	 2.119295e-01	 1.118628e+00	 9.980586e-01	 4.449490e+01	 72-17
