#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 5.826263e+04 2.424869e+03 5.604483e+04 5.361093e+04
3.546900e-02 4.317528e+04 1.389059e+03 4.464016e+04 4.644922e+04
4.537800e-02 3.603915e+04 9.051151e+02 3.557723e+04 3.820853e+04
5.528000e-02 3.048520e+04 6.355957e+02 3.054974e+04 3.161842e+04
6.523200e-02 2.721519e+04 4.684603e+02 2.727938e+04 2.659214e+04
7.522900e-02 2.375861e+04 3.565487e+02 2.388340e+04 2.269279e+04
8.519300e-02 2.010035e+04 2.798363e+02 2.001174e+04 1.946939e+04
9.516600e-02 1.662443e+04 2.217555e+02 1.661824e+04 1.689837e+04
1.051550e-01 1.386656e+04 1.755967e+02 1.424665e+04 1.479672e+04
1.151310e-01 1.289025e+04 1.460674e+02 1.278347e+04 1.306087e+04
1.251240e-01 1.166490e+04 1.270938e+02 1.170529e+04 1.160772e+04
1.351250e-01 1.082158e+04 1.128308e+02 1.061832e+04 1.038023e+04
1.451200e-01 9.563014e+03 9.682492e+01 9.493746e+03 9.356603e+03
1.551180e-01 8.439269e+03 8.630087e+01 8.460444e+03 8.482359e+03
1.651050e-01 7.633856e+03 7.501289e+01 7.634384e+03 7.728249e+03
1.750880e-01 7.005372e+03 6.897523e+01 7.022576e+03 7.087815e+03
1.850890e-01 6.602130e+03 6.099282e+01 6.528506e+03 6.531127e+03
1.950930e-01 6.039119e+03 5.447455e+01 6.087136e+03 6.053888e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#6.113575e+00	3.259638e+03	7.572286e+02	-2.802251e+02	5.139279e+00	4.282561e+02	7.211361e+02	1.281738e+01	1.218000e+01	 7.310000e+00	 2.718010e-01	 1.028228e+00	 1.010182e+00	 7.420062e+01	 72-17
