#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 6.161755e+04 2.424869e+03 6.139262e+04 5.948007e+04
3.546900e-02 4.900788e+04 1.389059e+03 4.710685e+04 4.821670e+04
4.537800e-02 3.732206e+04 9.051151e+02 3.695148e+04 3.881692e+04
5.528000e-02 3.015347e+04 6.355957e+02 3.090173e+04 3.181044e+04
6.523200e-02 2.675610e+04 4.684603e+02 2.694960e+04 2.660485e+04
7.522900e-02 2.379152e+04 3.565487e+02 2.348510e+04 2.264794e+04
8.519300e-02 2.031634e+04 2.798363e+02 1.994701e+04 1.945561e+04
9.516600e-02 1.679449e+04 2.217555e+02 1.680243e+04 1.689938e+04
1.051550e-01 1.425620e+04 1.755967e+02 1.444594e+04 1.482542e+04
1.151310e-01 1.273066e+04 1.460674e+02 1.285600e+04 1.311694e+04
1.251240e-01 1.180723e+04 1.270938e+02 1.169013e+04 1.168472e+04
1.351250e-01 1.070473e+04 1.128308e+02 1.062933e+04 1.047226e+04
1.451200e-01 9.613322e+03 9.682492e+01 9.581792e+03 9.452402e+03
1.551180e-01 8.643301e+03 8.630087e+01 8.603755e+03 8.583589e+03
1.651050e-01 7.794080e+03 7.501289e+01 7.774984e+03 7.830710e+03
1.750880e-01 7.211142e+03 6.897523e+01 7.123867e+03 7.182989e+03
1.850890e-01 6.624578e+03 6.099282e+01 6.599072e+03 6.619067e+03
1.950930e-01 6.129244e+03 5.447455e+01 6.144787e+03 6.129405e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#3.836115e+00	4.255787e+03	-1.482339e+03	5.495556e+02	4.640595e+00	3.937463e+03	-9.388368e+02	3.053609e+02	1.218000e+01	 7.310000e+00	 2.543074e-01	 1.040897e+00	 1.038277e+00	 6.707133e+01	 72-17
