#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 5.754644e+04 4.006282e+03 6.191450e+04 5.993487e+04
3.546900e-02 4.881871e+04 2.280966e+03 4.853160e+04 5.046208e+04
4.536800e-02 4.041145e+04 1.482969e+03 3.880471e+04 4.113637e+04
5.531400e-02 3.383636e+04 1.022854e+03 3.321534e+04 3.392607e+04
6.525800e-02 2.907650e+04 7.714873e+02 2.924027e+04 2.852771e+04
7.520900e-02 2.501255e+04 5.991539e+02 2.523518e+04 2.431482e+04
8.517500e-02 2.141324e+04 4.423736e+02 2.120674e+04 2.088798e+04
9.515700e-02 1.793384e+04 3.505891e+02 1.789822e+04 1.814281e+04
1.051620e-01 1.553060e+04 2.813171e+02 1.554057e+04 1.589802e+04
1.151480e-01 1.385375e+04 2.421615e+02 1.388733e+04 1.404185e+04
1.251460e-01 1.269895e+04 1.973180e+02 1.254694e+04 1.248700e+04
1.351460e-01 1.130951e+04 1.715754e+02 1.130585e+04 1.117878e+04
1.451320e-01 1.016536e+04 1.457970e+02 1.014644e+04 1.007210e+04
1.551140e-01 9.203358e+03 1.275089e+02 9.123675e+03 9.125419e+03
1.651020e-01 8.175668e+03 1.191531e+02 8.268751e+03 8.307556e+03
1.751050e-01 7.633101e+03 1.031396e+02 7.568982e+03 7.601285e+03
1.850970e-01 6.961227e+03 8.943816e+01 6.979791e+03 6.988227e+03
1.950850e-01 6.484619e+03 8.345461e+01 6.460111e+03 6.451279e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#4.792789e+00	-2.212919e+03	1.520562e+03	-1.934910e+01	5.146676e+00	2.032659e+03	4.430735e+02	-2.569737e+01	1.385000e+01	 9.030000e+00	 4.771500e-01	 8.978650e-01	 1.062075e+00	 3.896991e+01	 72-17
