#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 1.813104e+04 5.834693e+03 2.169200e+04 2.178608e+04
3.546900e-02 1.831516e+04 3.261405e+03 1.662092e+04 1.823891e+04
4.537800e-02 1.515064e+04 2.071864e+03 1.382077e+04 1.462266e+04
5.528000e-02 1.233307e+04 1.482101e+03 1.251614e+04 1.199859e+04
6.523200e-02 1.037635e+04 1.109735e+03 1.084890e+04 1.004718e+04
7.522900e-02 7.614919e+03 8.588790e+02 8.497736e+03 8.364416e+03
8.519300e-02 6.993308e+03 6.581388e+02 6.616371e+03 7.063369e+03
9.516600e-02 6.012096e+03 5.070864e+02 5.666143e+03 6.037312e+03
1.051550e-01 5.466497e+03 4.090351e+02 5.229644e+03 5.177307e+03
1.151310e-01 4.619248e+03 3.456156e+02 4.740658e+03 4.463933e+03
1.251240e-01 4.305610e+03 2.937246e+02 4.018152e+03 3.859360e+03
1.351250e-01 3.652886e+03 2.490825e+02 3.304857e+03 3.365854e+03
1.451200e-01 2.787613e+03 2.252544e+02 2.788968e+03 2.932049e+03
1.551180e-01 2.389204e+03 1.897760e+02 2.477553e+03 2.548447e+03
1.651050e-01 2.360321e+03 1.691920e+02 2.258022e+03 2.227051e+03
1.750880e-01 2.129858e+03 1.464535e+02 2.008007e+03 1.941308e+03
1.850890e-01 1.739184e+03 1.335446e+02 1.725101e+03 1.689349e+03
1.950930e-01 1.414206e+03 1.228995e+02 1.446268e+03 1.455769e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#3.833743e+00	-3.620257e+03	9.040592e+02	-2.156002e+02	3.234541e+00	-1.976135e+04	5.681761e+03	-4.640030e+02	1.218000e+01	 7.310000e+00	 5.918364e-01	 9.181503e-01	 1.047390e+00	 5.591764e+01	 72-17
