#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 5.362555e+04 4.006282e+03 5.655291e+04 5.350321e+04
3.546900e-02 4.993333e+04 2.280966e+03 4.644063e+04 4.846531e+04
4.536800e-02 3.853009e+04 1.482969e+03 3.745170e+04 4.050579e+04
5.531400e-02 3.305488e+04 1.022854e+03 3.240490e+04 3.372224e+04
6.525800e-02 2.763362e+04 7.714873e+02 2.912723e+04 2.848551e+04
7.520900e-02 2.533674e+04 5.991539e+02 2.565073e+04 2.439401e+04
8.517500e-02 2.165217e+04 4.423736e+02 2.162315e+04 2.096952e+04
9.515700e-02 1.795554e+04 3.505891e+02 1.803715e+04 1.821060e+04
1.051620e-01 1.540283e+04 2.813171e+02 1.545545e+04 1.595698e+04
1.151480e-01 1.404978e+04 2.421615e+02 1.377452e+04 1.408865e+04
1.251460e-01 1.280615e+04 1.973180e+02 1.254190e+04 1.253085e+04
1.351460e-01 1.144065e+04 1.715754e+02 1.139352e+04 1.121887e+04
1.451320e-01 1.023957e+04 1.457970e+02 1.025979e+04 1.012030e+04
1.551140e-01 9.115785e+03 1.275089e+02 9.216139e+03 9.188697e+03
1.651020e-01 8.319034e+03 1.191531e+02 8.340248e+03 8.388029e+03
1.751050e-01 7.472990e+03 1.031396e+02 7.650088e+03 7.704765e+03
1.850970e-01 7.201021e+03 8.943816e+01 7.098632e+03 7.121695e+03
1.950850e-01 6.603122e+03 8.345461e+01 6.625157e+03 6.617813e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#6.474271e+00	6.870279e+03	9.349993e+02	-6.337369e+02	5.171933e+00	-7.018562e+03	3.724296e+03	-3.800855e+02	1.385000e+01	 9.030000e+00	 4.664370e-01	 9.610658e-01	 1.073206e+00	 4.630340e+01	 72-17
