#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 2.359949e+04 5.834693e+03 1.996287e+04 1.805075e+04
3.546900e-02 1.469762e+04 3.261405e+03 1.754804e+04 1.867647e+04
4.537800e-02 1.178315e+04 2.071864e+03 1.415469e+04 1.593133e+04
5.528000e-02 1.237669e+04 1.482101e+03 1.235371e+04 1.315754e+04
6.523200e-02 1.124073e+04 1.109735e+03 1.121499e+04 1.090756e+04
7.522900e-02 1.017938e+04 8.588790e+02 9.789502e+03 9.130719e+03
8.519300e-02 8.150600e+03 6.581388e+02 7.945817e+03 7.597930e+03
9.516600e-02 6.484074e+03 5.070864e+02 6.308235e+03 6.368381e+03
1.051550e-01 5.504506e+03 4.090351e+02 5.164050e+03 5.370759e+03
1.151310e-01 4.130506e+03 3.456156e+02 4.418575e+03 4.543373e+03
1.251240e-01 3.615780e+03 2.937246e+02 3.861879e+03 3.870135e+03
1.351250e-01 3.204295e+03 2.490825e+02 3.343786e+03 3.307952e+03
1.451200e-01 3.017544e+03 2.252544e+02 2.873148e+03 2.847305e+03
1.551180e-01 2.288493e+03 1.897760e+02 2.483077e+03 2.470941e+03
1.651050e-01 2.207379e+03 1.691920e+02 2.161199e+03 2.151236e+03
1.750880e-01 2.061044e+03 1.464535e+02 1.903815e+03 1.896387e+03
1.850890e-01 1.829705e+03 1.335446e+02 1.686126e+03 1.688538e+03
1.950930e-01 1.437105e+03 1.228995e+02 1.505039e+03 1.517043e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#4.212650e+00	7.517136e+03	-1.155450e+03	-6.347015e+02	4.300818e+00	3.883272e+03	2.508338e+02	-7.199952e+02	1.218000e+01	 7.310000e+00	 6.949910e-01	 1.030905e+00	 1.021178e+00	 5.292471e+01	 72-17
