#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 1.443234e+04 9.122079e+03 1.434307e+04 1.409369e+04
3.546900e-02 1.378369e+04 5.464229e+03 1.226000e+04 1.391006e+04
4.536800e-02 9.788567e+03 3.446586e+03 1.073827e+04 1.178031e+04
5.531400e-02 1.181730e+04 2.382770e+03 1.031706e+04 9.989895e+03
6.525800e-02 8.490083e+03 1.837897e+03 9.374311e+03 8.578179e+03
7.520900e-02 8.878405e+03 1.410352e+03 7.578839e+03 7.315466e+03
8.517500e-02 6.685840e+03 1.040858e+03 5.909358e+03 6.250565e+03
9.515700e-02 5.393080e+03 8.056691e+02 5.056813e+03 5.433846e+03
1.051620e-01 5.439982e+03 6.604807e+02 4.705996e+03 4.727869e+03
1.151480e-01 4.200113e+03 5.427923e+02 4.374415e+03 4.149571e+03
1.251460e-01 4.184339e+03 4.649472e+02 3.815603e+03 3.647111e+03
1.351460e-01 3.764455e+03 3.959948e+02 3.216883e+03 3.235853e+03
1.451320e-01 2.635461e+03 3.414293e+02 2.772671e+03 2.888558e+03
1.551140e-01 2.501286e+03 2.990216e+02 2.494034e+03 2.570605e+03
1.651020e-01 2.400706e+03 2.554929e+02 2.312042e+03 2.304159e+03
1.751050e-01 2.311913e+03 2.249544e+02 2.117831e+03 2.067946e+03
1.850970e-01 1.876477e+03 2.033879e+02 1.896708e+03 1.860962e+03
1.950850e-01 1.689290e+03 1.813911e+02 1.676408e+03 1.674664e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#3.850265e+00	-5.376742e+03	2.624815e+03	-4.200712e+02	6.559637e+00	-1.734098e+04	6.949497e+03	-1.136577e+03	1.385000e+01	 9.030000e+00	 5.346597e-01	 9.546821e-01	 1.063146e+00	 2.956257e+01	 72-17
